Name_data_0,Data_0,Name_data_1,Data_1,Name_data_2,Data_2,Data_3,Data_4,Data_5,Date
Sopimustyyppi,Toistaiseksi voimassaoleva,Kuukausimaksu,2.24,Energiamaksu,0.39,Pörssisidonnainen,Toistaiseksi voimassa kahden viikon irtisanomisajalla,Aalto energia Oy,2025-05-17
Sopimustyyppi,Toistaiseksi voimassaoleva,Kuukausimaksu,2.48,Energiamaksu,0.43,Pörssisidonnainen,Toistaiseksi voimassa kahden viikon irtisanomisajalla,Vihreä Älyenergia Oy,2025-05-17
Sopimustyyppi,Toistaiseksi voimassaoleva,Energiamaksu,4.88,Kuukausimaksu,3.99,Kiinteähintainen,Toistaiseksi voimassa kahden viikon irtisanomisajalla,Cheap Energy Finland Oy,2025-05-17
Sopimustyyppi,Toistaiseksi voimassaoleva,Kuukausimaksu,5.95,Energiamaksu,4.89,Kiinteähintainen,Toistaiseksi voimassa kahden viikon irtisanomisajalla,Aalto energia Oy,2025-05-17
Sopimustyyppi,Toistaiseksi voimassaoleva,Energiamaksu,5.54,Kuukausimaksu,2.53,Kiinteähintainen,Toistaiseksi voimassa kahden viikon irtisanomisajalla,Kokkolan Energia Oy,2025-05-17
Sopimustyyppi,Toistaiseksi voimassaoleva,Kuukausimaksu,5.95,Energiamaksu,5.19,Kiinteähintainen,Toistaiseksi voimassa kahden viikon irtisanomisajalla,Aalto energia Oy,2025-05-17
Sopimustyyppi,"(contracttypefixed_Below6)
Määräaikainen",Energiamaksu,4.29,Kuukausimaksu,5.95,Kiinteähintainen,Sopimuskauden keston mukaan,Aalto energia Oy,2025-05-17
Sopimustyyppi,"(contracttypefixed_Below6)
Määräaikainen",Energiamaksu,4.99,Kuukausimaksu,5.95,Kiinteähintainen,Sopimuskauden keston mukaan,Aalto energia Oy,2025-05-17
Sopimustyyppi,"(contracttypefixed_Below6)
Määräaikainen",Kuukausimaksu,3.00,Energiamaksu,5.50,Kiinteähintainen,Sopimuskauden keston mukaan,Vihreä Älyenergia Oy,2025-05-17
Sopimustyyppi,"(contracttypefixed_Below6)
Määräaikainen",Energiamaksu,5.73,Kuukausimaksu,2.99,Kiinteähintainen,Sopimuskauden keston mukaan,Aalto energia Oy,2025-05-17
Sopimustyyppi,"(muu)
Määräaikainen",Kuukausimaksu,4.65,Energiamaksu,5.60,Kiinteähintainen,Sopimuskauden keston mukaan,Parikkalan Valo Oy,2025-05-17
Sopimustyyppi,"(contracttypefixed_Below6)
Määräaikainen",Kuukausimaksu,3.00,Energiamaksu,5.80,Kiinteähintainen,Sopimuskauden keston mukaan,Vihreä Älyenergia Oy,2025-05-17
Sopimustyyppi,"(contracttypefixed_Below6)
Määräaikainen",Energiamaksu,5.98,Kuukausimaksu,2.99,Kiinteähintainen,Sopimuskauden keston mukaan,Aalto energia Oy,2025-05-17
Sopimustyyppi,"(6 kk)
Määräaikainen",Energiamaksu,5.99,Kuukausimaksu,4.08,Kiinteähintainen,Sopimuskauden keston mukaan,Aalto energia Oy,2025-05-17
Sopimustyyppi,"(6 kk)
Määräaikainen",Kuukausimaksu,4.90,Energiamaksu,5.98,Kiinteähintainen,Sopimuskauden keston mukaan,Cheap Energy Finland Oy,2025-05-17
Sopimustyyppi,"(6 kk)
Määräaikainen",Kuukausimaksu,4.50,Energiamaksu,6.30,Kiinteähintainen,Sopimuskauden keston mukaan,Porvoon Energia Oy,2025-05-17
Sopimustyyppi,"(6 kk)
Määräaikainen",Kuukausimaksu,3.00,Energiamaksu,6.53,Kiinteähintainen,Sopimuskauden keston mukaan,Vihreä Älyenergia Oy,2025-05-17
Sopimustyyppi,"(6 kk)
Määräaikainen",Kuukausimaksu,5.99,Energiamaksu,6.22,Kiinteähintainen,Sopimuskauden keston mukaan,Helen Oy,2025-05-17
Sopimustyyppi,"(6 kk)
Määräaikainen",Energiamaksu,6.39,Kuukausimaksu,4.90,Kiinteähintainen,Sopimuskauden keston mukaan,Hehku Energia Oy,2025-05-17
Sopimustyyppi,"(contracttypefixed_Between1323)
Määräaikainen",Energiamaksu,6.80,Kuukausimaksu,4.00,Kiinteähintainen,Sopimuskauden keston mukaan,Paneliankosken Voima Oy,2025-05-17
Sopimustyyppi,"(contracttypefixed_Over24)
Määräaikainen",Kuukausimaksu,4.65,Energiamaksu,6.79,Kiinteähintainen,Sopimuskauden keston mukaan,Cheap Energy Finland Oy,2025-05-17
Sopimustyyppi,"(6 kk)
Määräaikainen",Energiamaksu,6.65,Kuukausimaksu,5.90,Kiinteähintainen,Sopimuskauden keston mukaan,Imatran Seudun Sähkö Oy,2025-05-17
