Date,Hour,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
2025-03-12,00-01,"77,00","77,00","77,00","100,59","98,48","95,03","100,09","98,68","100,29","100,09","100,11","76,99","51,42","59,99","29,99","10,40","39,09","51,35","47,17","73,98","74,56"
2025-03-12,01-02,"85,10","85,10","85,10","98,07","96,85","94,87","97,79","96,97","97,90","97,79","97,82","85,09","49,17","55,86","26,52","17,20","39,25","42,02","37,58","80,38","81,67"
2025-03-12,02-03,"91,50","91,50","91,50","98,27","95,36","88,78","97,38","95,36","97,57","97,38","97,43","91,49","48,83","55,22","25,03","22,67","39,24","37,19","32,42","85,63","87,37"
2025-03-12,03-04,"102,36","102,36","102,36","103,20","97,00","86,93","101,80","97,70","102,36","101,80","101,85","102,35","49,46","55,99","22,06","24,54","39,46","33,02","27,62","94,78","96,89"
2025-03-12,04-05,"188,34","188,34","188,34","112,50","102,44","85,79","110,31","103,92","111,28","106,59","110,37","188,32","52,05","60,01","20,04","23,10","39,91","32,96","26,66","105,04","107,61"
2025-03-12,05-06,"180,17","180,17","180,17","140,00","118,83","102,81","144,54","130,43","143,22","135,95","144,57","180,15","70,01","91,17","20,19","26,90","40,00","42,76","34,92","146,46","150,82"
2025-03-12,06-07,"174,00","174,00","174,00","156,08","134,92","119,55","161,64","142,01","159,68","149,72","161,75","173,99","96,03","136,78","40,18","17,12","40,89","78,78","71,44","163,11","166,97"
2025-03-12,07-08,"187,18","187,18","187,18","146,18","137,54","131,53","148,41","140,10","139,57","148,41","148,49","187,16","93,91","95,28","62,14","25,80","90,40","73,33","67,32","150,24","153,20"
2025-03-12,08-09,"214,81","214,81","214,81","125,00","125,00","125,00","125,00","125,00","125,00","125,00","125,02","214,80","98,49","120,43","76,09","49,78","69,57","89,20","86,74","125,47","127,06"
2025-03-12,09-10,"187,44","187,44","187,44","102,39","102,66","102,67","102,62","102,65","101,99","102,62","102,64","187,43","74,13","98,70","49,74","39,01","41,80","64,18","61,60","103,08","104,84"
2025-03-12,10-11,"130,00","130,00","130,00","99,53","99,39","99,56","99,69","98,93","99,60","99,69","99,73","130,00","72,77","95,93","48,40","46,92","41,91","70,02","66,62","103,36","102,68"
2025-03-12,11-12,"130,00","130,00","130,00","98,06","97,93","98,01","98,07","97,74","98,06","98,07","98,11","129,99","71,84","94,36","46,99","41,58","41,52","70,47","66,85","101,58","100,96"
2025-03-12,12-13,"130,00","130,00","130,00","99,58","97,00","98,64","99,91","92,62","99,62","99,91","99,95","129,99","68,58","89,37","39,51","25,80","39,96","68,70","63,76","104,16","103,27"
2025-03-12,13-14,"130,00","130,00","130,00","101,68","99,57","99,03","101,65","96,80","101,59","101,65","101,69","129,99","71,17","93,40","39,50","17,20","40,55","74,48","68,89","105,94","104,94"
2025-03-12,14-15,"153,63","153,63","153,63","118,89","107,02","97,86","117,74","100,10","114,22","117,74","117,81","153,61","72,66","96,54","41,35","31,90","39,82","62,08","57,09","124,11","123,25"
2025-03-12,15-16,"189,99","189,99","189,99","137,77","116,52","108,29","142,10","113,00","140,10","124,65","140,35","189,98","80,04","108,96","34,40","29,47","39,85","71,71","63,70","149,14","147,41"
2025-03-12,16-17,"201,80","201,80","201,80","151,28","127,02","107,58","157,03","138,06","155,42","145,61","159,04","201,78","82,64","84,57","10,19","25,80","41,66","63,18","54,16","170,56","168,08"
2025-03-12,17-18,"223,60","223,60","223,60","192,47","171,79","150,20","199,75","189,38","204,15","193,51","199,90","236,25","114,68","133,67","10,89","17,20","40,89","108,11","95,10","212,51","209,37"
2025-03-12,18-19,"194,46","194,46","194,46","179,16","177,97","176,69","179,49","179,12","179,94","179,49","179,58","181,78","115,93","171,91","47,25","5,24","39,98","122,56","111,80","187,40","184,91"
2025-03-12,19-20,"150,79","150,79","150,79","147,80","147,15","146,37","148,05","147,80","148,24","148,05","148,09","145,67","106,73","142,20","42,12","5,41","39,92","119,94","111,92","147,63","145,80"
2025-03-12,20-21,"142,61","142,61","142,61","132,20","132,20","132,20","132,20","132,20","131,99","132,20","132,26","133,65","90,11","126,75","46,34","24,75","40,06","92,27","85,73","137,72","136,14"
2025-03-12,21-22,"120,00","120,00","120,00","120,00","120,00","120,00","120,00","120,00","120,00","120,00","120,02","113,60","82,91","115,03","50,08","25,95","39,95","92,33","87,16","115,77","117,40"
2025-03-12,22-23,"106,91","106,91","106,91","109,91","109,91","109,91","109,91","109,91","109,91","109,91","109,91","101,60","74,42","100,17","46,05","5,79","39,58","94,76","89,28","102,29","107,24"
2025-03-12,23-00,,,,,,,,,,,,,,,,,,,,,
