Date,Hour,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
2025-03-04,00-01,"1,10","1,10","1,10","127,95","121,56","122,15","121,00","121,29","98,91","65,06","65,55","-0,10","36,74","36,15","3,49","0,67","34,39","-0,09","-0,25","-0,53","-0,56"
2025-03-04,01-02,"1,05","1,05","1,05","117,53","110,07","110,77","109,44","109,76","90,29","65,39","54,39","-0,11","33,95","35,44","3,44","0,80","33,97","-0,11","-0,30","-0,67","-0,73"
2025-03-04,02-03,"1,03","1,03","1,03","108,82","104,19","104,62","103,79","103,99","90,29","65,95","32,29","-0,11","31,96","35,67","3,30","0,88","33,90","-0,10","-0,31","-0,72","-0,81"
2025-03-04,03-04,"1,02","1,02","1,02","107,78","105,08","105,34","104,82","104,95","94,74","60,95","20,11","-0,10","29,11","38,52","3,24","0,85","32,53","-0,10","-0,29","-0,71","-0,76"
2025-03-04,04-05,"1,54","1,54","1,54","109,45","100,97","101,79","100,28","100,62","89,57","52,01","20,10","0,00","27,71","40,47","3,08","0,88","32,08","0,00","-0,18","-0,56","-0,61"
2025-03-04,05-06,"5,30","5,30","5,30","135,69","110,17","104,00","111,51","110,39","84,66","50,79","42,51","1,05","31,91","41,12","3,07","1,39","32,51","1,05","0,97","0,91","0,94"
2025-03-04,06-07,"40,25","40,25","40,25","161,30","135,53","119,85","141,86","138,11","122,13","51,39","52,96","2,22","35,91","41,67","3,09","2,07","35,69","2,21","2,23","2,42","2,55"
2025-03-04,07-08,"140,38","140,38","140,38","172,68","169,51","169,51","169,61","169,62","165,16","65,90","65,90","2,64","41,13","43,10","6,84","2,71","37,24","2,64","2,65","4,92","6,69"
2025-03-04,08-09,"79,95","79,95","79,95","141,95","141,95","141,95","141,95","141,95","141,95","62,85","62,85","3,12","40,53","42,00","7,46","3,00","37,49","3,11","3,19","10,01","15,23"
2025-03-04,09-10,"22,00","22,00","22,00","115,55","120,41","116,71","110,98","122,00","101,39","61,23","61,23","3,66","38,24","38,22","7,24","3,14","37,76","3,58","3,73","4,93","5,93"
2025-03-04,10-11,"5,78","5,78","5,78","95,27","100,20","98,99","80,02","89,97","43,53","25,30","25,30","3,84","36,77","36,76","6,84","2,99","36,47","3,68","3,88","3,83","3,87"
2025-03-04,11-12,"3,66","3,66","3,66","115,00","82,08","82,08","48,58","30,00","1,20","13,26","13,26","3,66","35,19","35,17","6,46","3,39","34,84","3,62","3,70","3,63","3,65"
2025-03-04,12-13,"3,74","3,74","3,74","35,88","19,01","63,84","20,53","-3,00","-10,35","4,00","4,00","3,74","30,57","30,54","7,09","3,36","30,07","3,70","3,81","3,65","3,65"
2025-03-04,13-14,"3,97","3,97","3,97","28,32","0,49","50,24","14,34","4,04","-16,80","4,04","4,04","3,97","25,80","26,34","7,93","3,00","26,62","3,82","4,08","3,86","3,85"
2025-03-04,14-15,"7,08","7,08","7,08","66,58","54,76","55,10","52,31","51,78","7,08","10,11","10,11","6,39","33,75","33,02","7,30","3,00","31,98","4,71","5,15","5,33","5,48"
2025-03-04,15-16,"22,04","22,04","22,04","97,00","81,91","82,88","81,29","81,52","73,21","30,07","30,07","10,46","36,21","34,64","5,80","3,00","34,49","8,73","10,06","11,50","12,09"
2025-03-04,16-17,"79,93","79,93","79,93","135,59","108,17","97,91","111,15","109,00","99,76","50,00","32,66","14,61","37,14","34,94","4,63","2,93","35,54","11,90","13,94","16,34","17,29"
2025-03-04,17-18,"26,83","26,83","26,83","160,63","139,46","114,05","148,61","142,58","144,91","74,91","74,91","17,25","38,21","35,71","4,82","3,00","36,69","13,96","16,46","23,25","27,46"
2025-03-04,18-19,"88,99","88,99","88,99","202,12","170,42","140,78","180,92","173,93","168,76","64,54","64,54","16,98","38,53","35,93","3,82","2,52","36,94","13,59","16,13","23,09","27,35"
2025-03-04,19-20,"60,01","60,01","60,01","170,59","164,18","164,93","163,67","163,95","158,83","42,31","42,30","16,98","37,72","35,06","3,29","1,85","36,18","13,42","16,07","19,18","20,41"
2025-03-04,20-21,"22,08","22,08","22,08","149,92","134,28","132,00","134,13","133,40","118,29","29,85","29,85","5,54","36,63","35,34","3,32","2,04","34,57","4,67","5,27","6,13","6,51"
2025-03-04,21-22,"25,02","25,02","25,02","134,44","115,83","117,62","114,38","114,85","92,04","25,33","25,33","9,27","35,45","34,39","3,53","2,09","33,36","3,61","3,96","4,51","4,77"
2025-03-04,22-23,"5,10","5,10","5,10","130,32","114,57","113,45","114,41","114,29","97,09","25,52","25,52","5,10","31,48","32,20","3,06","1,92","33,45","2,85","3,08","3,27","3,41"
2025-03-04,23-00,"1,43","1,43","1,43","121,23","107,82","109,04","106,81","107,29","90,64","20,69","20,10","1,43","29,02","29,75","3,06","1,91","30,38","1,44","1,33","1,18","1,19"
