Date,Hour,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
2025-03-11,00-01,"102,38","102,38","102,38","103,21","97,45","87,45","101,80","97,61","102,38","101,80","101,79","31,07","39,48","41,78","32,98","20,12","36,20","29,52","28,53","33,88","35,71"
2025-03-11,01-02,"100,04","100,04","100,04","100,49","97,33","91,98","99,73","97,56","100,04","99,73","99,72","28,94","39,51","41,71","31,60","8,57","36,28","27,02","25,78","32,45","34,72"
2025-03-11,02-03,"100,94","100,94","100,94","101,59","97,16","89,37","100,50","97,43","100,94","100,50","100,48","25,24","39,64","41,75","29,24","12,81","36,42","22,66","20,96","29,98","33,06"
2025-03-11,03-04,"103,32","103,32","103,32","104,47","96,42","82,36","102,53","97,11","103,32","102,51","102,51","28,62","39,98","42,40","31,47","21,50","36,47","26,54","25,21","32,36","34,80"
2025-03-11,04-05,"111,60","111,60","111,60","112,69","104,01","91,92","110,86","103,49","111,60","103,49","110,88","48,24","40,94","43,53","30,81","21,80","37,10","38,62","36,34","49,90","52,73"
2025-03-11,05-06,"147,18","147,18","147,18","141,94","102,55","92,80","148,04","91,88","147,18","113,55","148,14","124,50","45,84","50,46","11,10","18,76","38,08","34,57","24,76","133,19","136,61"
2025-03-11,06-07,"163,56","163,56","163,56","147,79","125,30","114,57","152,98","139,02","152,03","152,98","153,09","144,48","69,89","91,60","23,21","25,00","38,76","57,41","47,34","152,05","152,14"
2025-03-11,07-08,"148,74","148,74","148,74","144,12","134,85","126,96","146,49","138,58","128,55","146,49","146,54","148,73","102,75","145,62","54,56","19,83","38,66","112,02","104,31","144,46","144,10"
2025-03-11,08-09,"128,15","128,15","128,15","130,00","123,49","110,09","128,53","125,40","105,23","128,53","128,53","128,15","88,66","122,09","52,69","3,83","38,84","114,26","107,38","122,87","128,13"
2025-03-11,09-10,"101,99","101,99","101,99","102,09","101,25","99,23","102,00","101,52","102,00","102,00","102,00","101,99","73,70","97,14","49,27","17,15","39,47","91,33","86,66","98,12","102,01"
2025-03-11,10-11,"97,18","97,18","97,18","98,05","96,23","91,60","97,48","96,23","97,73","97,48","97,48","93,26","71,05","92,85","48,32","17,21","39,09","88,26","83,88","93,58","97,37"
2025-03-11,11-12,"97,65","97,65","97,65","97,31","94,92","88,95","96,44","94,16","96,80","96,44","96,45","102,93","87,44","90,95","66,94","17,63","82,27","102,97","97,98","97,89","96,88"
2025-03-11,12-13,"99,46","99,46","99,46","99,79","95,87","86,24","98,38","94,78","98,96","98,38","98,39","102,39","87,37","94,81","64,95","17,45","76,36","102,44","97,39","99,47","98,50"
2025-03-11,13-14,"101,89","101,89","101,89","104,16","98,99","86,59","102,35","98,05","103,08","102,35","102,35","97,60","73,98","97,36","49,78","17,05","38,83","92,22","87,58","97,99","102,13"
2025-03-11,14-15,"112,21","112,21","112,21","115,39","105,03","86,42","112,84","106,49","113,80","112,84","112,84","106,41","75,62","101,44","46,83","5,29","39,44","98,88","93,30","106,91","112,53"
2025-03-11,15-16,"135,01","135,01","135,01","138,32","115,77","78,21","132,86","119,51","135,01","124,68","132,90","126,64","82,82","113,67","41,00","4,36","39,08","95,12","87,60","129,07","130,74"
2025-03-11,16-17,"178,05","178,05","178,05","160,28","118,40","87,97","171,95","139,37","169,85","152,34","172,03","153,39","85,54","117,96","22,84","5,13","39,15","67,21","56,76","165,58","169,23"
2025-03-11,17-18,"214,72","214,72","214,72","192,20","147,91","114,50","205,02","170,88","202,46","183,93","205,15","178,44","86,32","118,39","10,60","8,57","41,04","51,64","39,11","196,16","202,14"
2025-03-11,18-19,"180,25","180,25","180,25","177,53","167,91","157,50","180,95","169,67","180,25","169,67","181,06","150,41","73,67","96,40","11,29","5,37","41,17","45,79","35,36","164,78","169,27"
2025-03-11,19-20,"152,53","152,53","152,53","147,98","142,26","137,84","149,43","144,93","149,41","144,93","149,49","109,39","55,02","64,10","12,48","5,22","41,14","42,24","34,13","136,71","145,37"
2025-03-11,20-21,"136,75","136,75","136,75","133,97","128,60","119,33","133,00","130,84","133,42","130,84","133,05","130,01","53,14","60,57","13,82","4,30","41,51","39,34","32,09","123,71","129,93"
2025-03-11,21-22,"124,52","124,52","124,52","122,60","117,24","108,78","121,25","117,40","121,79","121,25","121,27","124,51","48,27","53,83","14,40","4,29","39,36","39,51","32,26","112,24","118,91"
2025-03-11,22-23,"121,10","121,10","121,10","107,56","106,69","105,16","107,34","106,83","107,38","107,34","107,36","121,09","50,39","58,33","15,20","4,18","38,31","36,68","30,05","101,64","104,22"
2025-03-11,23-00,,,,,,,,,,,,,,,,,,,,,
