Date,Hour,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
2025-03-05,00-01,"4,99","4,99","4,99","113,98","92,29","94,15","90,05","92,00","62,96","23,21","4,00","0,00","21,92","22,49","4,77","1,16","22,13","0,03","-0,22","-0,83","-1,00"
2025-03-05,01-02,"5,10","5,10","5,10","105,00","90,00","89,59","83,07","92,90","56,37","22,87","4,00","-0,08","21,59","22,15","5,34","1,23","21,61","-0,05","-0,33","-1,04","-1,25"
2025-03-05,02-03,"3,00","3,00","3,00","103,61","85,08","86,69","83,01","84,60","38,49","21,31","4,00","-0,20","20,11","20,63","5,44","1,16","19,97","-0,17","-0,45","-1,21","-1,43"
2025-03-05,03-04,"1,09","1,09","1,09","99,09","81,10","82,85","79,71","80,32","39,34","18,56","4,00","-0,21","18,56","19,04","5,81","1,26","18,22","-0,19","-0,48","-1,30","-1,55"
2025-03-05,04-05,"1,58","1,58","1,58","103,47","83,09","85,04","81,63","82,23","55,75","19,24","9,80","-0,14","19,54","20,04","5,67","1,29","19,32","-0,11","-0,40","-1,18","-1,41"
2025-03-05,05-06,"5,09","5,09","5,09","116,16","93,18","94,33","91,94","92,37","63,49","17,88","4,00","-0,02","19,96","20,49","5,01","1,21","19,98","0,00","-0,25","-0,91","-1,09"
2025-03-05,06-07,"96,25","96,25","96,25","151,56","117,08","119,46","115,57","116,08","96,25","31,29","16,04","1,15","25,26","25,91","3,26","1,75","26,27","1,16","1,04","0,80","0,78"
2025-03-05,07-08,"85,17","85,17","85,17","150,41","140,96","141,90","140,16","140,49","104,38","43,93","43,93","2,49","36,95","35,95","3,10","2,00","34,69","2,48","2,57","2,87","3,03"
2025-03-05,08-09,"49,43","49,43","49,43","108,08","153,00","125,18","85,64","141,52","49,43","47,71","39,29","2,99","36,99","35,98","3,49","2,02","34,75","2,87","3,05","3,39","3,57"
2025-03-05,09-10,"5,78","5,78","5,78","73,62","124,99","101,12","41,63","44,23","-11,94","22,00","12,60","2,43","26,14","26,75","4,02","1,82","27,44","2,43","2,59","2,57","2,62"
2025-03-05,10-11,"5,10","5,10","5,10","21,82","91,82","70,20","0,02","-6,24","-12,03","0,02","0,34","1,17","10,08","10,32","5,01","1,91","9,69","1,18","1,06","0,56","0,40"
2025-03-05,11-12,"5,00","5,00","5,00","10,30","-19,53","36,68","-0,07","-11,00","-19,46","-0,07","-0,67","0,01","5,65","3,70","2,90","1,35","5,22","0,01","-0,08","-0,48","-0,62"
2025-03-05,12-13,"5,10","5,10","5,10","6,05","-30,30","41,89","-4,28","-20,35","-20,15","-4,28","-0,70","-0,21","3,95","2,52","1,94","0,85","3,64","-0,20","-0,27","-0,56","-0,66"
2025-03-05,13-14,"5,77","5,77","5,77","0,72","-12,49","12,04","-3,70","-8,85","-12,03","-3,70","-0,78","-0,01","6,22","4,06","3,09","1,26","5,74","0,00","-0,13","-0,57","-0,73"
2025-03-05,14-15,"5,77","5,77","5,77","3,89","0,13","0,84","0,05","-2,00","-12,03","0,05","0,01","1,12","14,40","14,73","7,60","1,66","13,75","1,12","1,07","0,33","0,09"
2025-03-05,15-16,"26,59","26,59","26,59","87,80","49,02","50,53","48,50","48,38","26,59","3,97","3,97","2,15","24,57","25,09","11,76","1,67","24,04","2,14","2,40","1,45","1,19"
2025-03-05,16-17,"79,06","79,06","79,06","116,61","84,33","69,37","89,89","86,10","85,18","13,23","13,23","3,17","30,10","30,72","9,81","1,75","30,63","3,15","3,61","4,96","6,27"
2025-03-05,17-18,"78,49","78,49","78,49","141,58","123,97","100,05","133,13","127,09","131,24","60,40","60,40","3,23","34,11","34,84","9,88","2,39","34,80","3,22","3,55","22,09","36,74"
2025-03-05,18-19,"37,05","37,05","37,05","160,55","142,85","132,72","146,23","143,78","137,59","60,41","60,41","3,26","34,38","35,13","9,81","2,52","35,15","3,25","3,55","22,21","36,92"
2025-03-05,19-20,"25,09","25,09","25,09","152,31","146,32","147,01","145,89","146,16","140,80","55,87","43,50","3,17","33,58","34,36","4,90","2,93","35,28","3,16","3,24","15,48","25,07"
2025-03-05,20-21,"25,08","25,08","25,08","135,98","122,22","119,02","123,00","122,31","110,11","35,08","34,76","3,21","33,27","34,07","4,32","3,28","35,09","3,21","3,18","3,49","3,78"
2025-03-05,21-22,"5,09","5,09","5,09","129,55","108,22","106,71","108,12","107,92","84,20","33,55","33,55","3,53","31,85","32,60","3,32","3,23","33,93","3,42","3,44","3,68","3,82"
2025-03-05,22-23,"3,14","3,14","3,14","120,03","108,80","107,06","109,12","108,78","97,14","31,31","31,31","2,93","29,70","30,42","3,21","2,79","31,60","2,89","2,89","3,07","3,19"
2025-03-05,23-00,"2,23","2,23","2,23","110,39","97,87","99,02","96,98","97,39","81,87","31,16","31,16","2,23","29,53","30,26","3,75","2,42","31,16","2,23","2,18","2,19","2,24"
