Date,Hour,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
2025-03-08,00-01,"5,78","5,78","5,78","120,30","95,37","50,53","113,94","102,51","114,95","113,94","113,94","0,01","2,96","43,00","4,28","1,09","13,14","0,01","-0,18","-0,77","-1,02"
2025-03-08,01-02,"5,30","5,30","5,30","124,95","90,21","28,52","117,22","97,00","119,21","117,22","117,22","-0,01","2,94","42,93","4,27","1,08","13,10","0,00","-0,20","-0,78","-1,03"
2025-03-08,02-03,"5,30","5,30","5,30","121,91","90,27","26,03","116,76","99,36","117,85","116,76","116,76","-0,03","2,92","42,74","4,25","1,05","13,05","-0,03","-0,22","-0,81","-1,05"
2025-03-08,03-04,"5,79","5,79","5,79","124,09","90,23","22,33","118,42","100,71","119,65","118,42","118,42","-0,01","2,85","42,03","4,08","1,04","12,63","-0,01","-0,19","-0,76","-0,99"
2025-03-08,04-05,"76,35","76,35","76,35","129,93","93,86","27,03","121,30","103,41","122,62","121,30","121,30","-0,01","4,46","41,82","4,83","1,21","13,55","-0,01","-0,22","0,45","1,19"
2025-03-08,05-06,"87,09","87,09","87,09","131,41","106,92","56,37","127,82","114,90","128,78","114,90","127,82","-0,02","33,43","39,49","6,69","1,51","33,00","-0,02","-0,28","19,75","35,11"
2025-03-08,06-07,"42,12","42,12","42,12","122,10","103,82","63,61","120,59","110,00","121,01","120,59","120,60","-0,01","38,71","38,46","7,91","1,82","36,34","-0,02","-0,32","23,58","41,92"
2025-03-08,07-08,"42,96","42,96","42,96","98,04","98,04","98,04","98,04","98,04","98,04","98,04","98,05","-0,01","39,21","39,01","8,20","1,96","36,79","-0,02","-0,34","23,90","42,74"
2025-03-08,08-09,"41,95","41,95","41,95","72,54","72,54","72,54","72,54","72,54","72,54","72,54","72,54","0,00","38,33","38,13","8,19","1,89","35,98","-0,01","-0,32","23,26","41,73"
2025-03-08,09-10,"18,05","18,05","18,05","18,05","18,05","18,05","18,05","18,05","18,05","18,05","18,05","0,58","34,13","33,52","4,24","1,37","32,00","0,77","0,67","10,45","18,08"
2025-03-08,10-11,"2,31","2,31","2,31","2,23","1,14","3,52","2,07","1,52","2,13","2,07","2,07","0,01","31,92","31,61","5,96","1,32","29,98","0,35","0,20","1,15","2,13"
2025-03-08,11-12,"1,02","1,02","1,02","0,68","-6,09","8,62","-0,34","-3,66","0,02","-0,34","-0,33","0,00","29,20","29,16","8,00","1,50","27,51","0,47","0,36","-0,17","-0,22"
2025-03-08,12-13,"1,06","1,06","1,06","0,02","-0,81","1,00","-0,10","-0,51","-0,06","-0,10","-0,10","0,01","30,59","30,47","7,20","1,51","28,78","0,42","0,27","-0,08","-0,02"
2025-03-08,13-14,"3,00","3,00","3,00","0,07","0,07","0,07","0,07","0,07","0,07","0,07","2,76","0,01","32,77","32,65","8,05","1,62","30,83","0,46","0,30","1,50","2,85"
2025-03-08,14-15,"57,41","57,41","57,41","59,68","39,60","10,92","56,20","45,36","93,53","56,20","53,53","-0,01","38,28","39,16","18,23","3,20","36,23","-0,03","-0,42","25,10","47,04"
2025-03-08,15-16,"102,80","102,80","102,80","109,68","76,04","17,30","100,86","84,59","178,76","100,86","100,87","0,00","39,22","40,16","17,79","3,61","37,02","0,01","-0,30","26,05","48,72"
2025-03-08,16-17,"211,79","211,79","211,79","156,16","121,47","62,59","145,58","130,42","151,72","145,58","145,58","0,40","40,99","41,96","19,46","3,99","38,76","0,49","1,31","27,67","50,70"
2025-03-08,17-18,"218,12","218,12","218,12","190,73","134,20","35,00","174,05","150,90","175,56","174,05","174,04","0,54","41,22","43,97","18,80","4,80","38,98","0,59","0,01","39,97","79,45"
2025-03-08,18-19,"150,65","150,65","150,65","160,56","112,50","43,38","140,03","122,35","137,14","140,03","140,03","0,01","41,25","42,73","19,94","5,86","39,04","0,12","0,92","28,47","52,76"
2025-03-08,19-20,"119,40","119,40","119,40","130,07","91,33","41,23","111,21","99,06","119,40","111,21","111,21","0,00","40,57","41,51","19,43","4,99","38,36","0,14","0,91","27,33","50,07"
2025-03-08,20-21,"111,16","111,16","111,16","114,53","83,30","40,65","100,00","90,18","111,16","100,00","100,01","0,01","39,62","40,53","19,26","5,64","37,50","0,17","0,90","26,89","48,79"
2025-03-08,21-22,"134,93","134,93","134,93","109,13","82,27","40,00","99,24","88,06","118,11","99,24","99,24","1,01","38,20","39,05","18,85","4,30","36,15","1,19","1,85","26,90","46,81"
2025-03-08,22-23,"114,53","114,53","114,53","107,99","80,54","38,10","97,94","86,48","118,01","97,94","97,94","0,82","38,11","38,36","13,36","4,30","35,92","1,73","1,41","25,12","43,64"
2025-03-08,23-00,,,,,,,,,,,,,,,,,,,,,
