contract_name,retailer_name,fixed_price_element_ore_kwh,unit_price_ore_kwh,wholesale_price_monthly_avg_ore_kwh,markup_ore_kwh,variable_costs_ore_kwh,vat_ore_kwh,total_ore_kwh,energy_source,contract_type,date,bidding_zone
Rörligt timpris,SVEKRAFT AB,0.00 öre/kWh,0,77.05 öre/kWh,0.99 öre/kWh,7.64 öre/kWh,21.42 öre/kWh,107.10 öre/kWh,Fossilt,hourly_price,2026-06-13,SE3
"Rörligt timpris, 100 % Fossilfri el",SVEKRAFT AB,0.00 öre/kWh,0,77.05 öre/kWh,0.99 öre/kWh,7.64 öre/kWh,21.42 öre/kWh,107.10 öre/kWh,Sol_Vind_Vatten_Biobränsle,hourly_price,2026-06-13,SE3
"Rörligt pris Tim, Elområde 3",Vallebygdens Elhandel AB,12.00 öre/kWh,0,77.05 öre/kWh,2.90 öre/kWh,3.37 öre/kWh,23.83 öre/kWh,119.15 öre/kWh,Vatten,hourly_price,2026-06-13,SE3
Rörligt timpris,Motala Energi AB,9.60 öre/kWh,0,77.05 öre/kWh,0.90 öre/kWh,12.00 öre/kWh,24.89 öre/kWh,124.44 öre/kWh,Fossilt,hourly_price,2026-06-13,SE3
Timprisavtal SE3,Solfolket AB,18.72 öre/kWh,0,77.05 öre/kWh,0.00 öre/kWh,4.94 öre/kWh,25.18 öre/kWh,125.89 öre/kWh,Sol_Vind_Vatten,hourly_price,2026-06-13,SE3
"RÖRLIGT TIMPRIS UTAN BINDNING, 100 % FOSSILFRI EL",STOCKHOLMS ELBOLAG AB,19.20 öre/kWh,0,77.05 öre/kWh,0.90 öre/kWh,10.14 öre/kWh,26.82 öre/kWh,134.11 öre/kWh,Sol_Vind_Vatten_Biobränsle,hourly_price,2026-06-13,SE3
SE3 Rörligt spot,Storuman Energi AB,18.72 öre/kWh,0,77.05 öre/kWh,9.33 öre/kWh,3.09 öre/kWh,27.05 öre/kWh,135.24 öre/kWh,Fossilt,hourly_price,2026-06-13,SE3
SE3 Rörligt spot:Vattenkraft,Storuman Energi AB,18.72 öre/kWh,0,77.05 öre/kWh,17.33 öre/kWh,3.09 öre/kWh,29.05 öre/kWh,145.24 öre/kWh,Vatten,hourly_price,2026-06-13,SE3
SE3 Rörligt spot:Blå El,Storuman Energi AB,18.72 öre/kWh,0,77.05 öre/kWh,17.58 öre/kWh,3.09 öre/kWh,29.11 öre/kWh,145.55 öre/kWh,Vatten,hourly_price,2026-06-13,SE3
Rörligt pris,SVEKRAFT AB,0.00 öre/kWh,0,77.05 öre/kWh,0.99 öre/kWh,7.94 öre/kWh,21.50 öre/kWh,107.47 öre/kWh,Fossilt,variable_price,2026-06-13,SE3
"Rörligt pris, 100 % Fossilfri el",SVEKRAFT AB,0.00 öre/kWh,0,77.05 öre/kWh,0.99 öre/kWh,7.94 öre/kWh,21.50 öre/kWh,107.47 öre/kWh,Sol_Vind_Vatten_Biobränsle,variable_price,2026-06-13,SE3
Rörligt månadspris elområde 3,Eksjö Energi ELIT AB,7.50 öre/kWh,0,77.05 öre/kWh,2.60 öre/kWh,7.77 öre/kWh,23.73 öre/kWh,118.65 öre/kWh,Sol_Vind_Vatten_Biobränsle,variable_price,2026-06-13,SE3
Rörligt Pris,Tranås Energi AB,10.56 öre/kWh,0,77.05 öre/kWh,1.70 öre/kWh,7.50 öre/kWh,24.20 öre/kWh,121.01 öre/kWh,Sol_Vind_Vatten_Biobränsle,variable_price,2026-06-13,SE3
