contract_name,retailer_name,fixed_price_element_ore_kwh,unit_price_ore_kwh,wholesale_price_monthly_avg_ore_kwh,markup_ore_kwh,variable_costs_ore_kwh,vat_ore_kwh,total_ore_kwh,energy_source,contract_type,date,bidding_zone
Kvartspris utan bindningstid - Bra Miljöval,GodEl,18.72 öre/kWh,0,56.08 öre/kWh,0.00 öre/kWh,3.68 öre/kWh,19.62 öre/kWh,98.10 öre/kWh,Sol_Vind_Vatten_Bra miljöval,quarterly_price,2026-05-02,SE3
Rörligt timpris,SVEKRAFT AB,0.00 öre/kWh,0,56.08 öre/kWh,1.49 öre/kWh,4.00 öre/kWh,15.39 öre/kWh,76.96 öre/kWh,Fossilt,hourly_price,2026-05-02,SE3
"Rörligt timpris, 100 % Fossilfri el",SVEKRAFT AB,0.00 öre/kWh,0,56.08 öre/kWh,1.49 öre/kWh,4.00 öre/kWh,15.39 öre/kWh,76.96 öre/kWh,Sol_Vind_Vatten_Biobränsle,hourly_price,2026-05-02,SE3
Rörligt timpris,Motala Energi AB,9.60 öre/kWh,0,56.08 öre/kWh,1.90 öre/kWh,5.00 öre/kWh,18.14 öre/kWh,90.72 öre/kWh,Fossilt,hourly_price,2026-05-02,SE3
"RÖRLIGT TIMPRIS UTAN BINDNING, 100 % FOSSILFRI EL",STOCKHOLMS ELBOLAG AB,19.20 öre/kWh,0,56.08 öre/kWh,1.90 öre/kWh,9.15 öre/kWh,21.58 öre/kWh,107.91 öre/kWh,Sol_Vind_Vatten_Biobränsle,hourly_price,2026-05-02,SE3
Rörligt pris,SVEKRAFT AB,0.00 öre/kWh,0,56.08 öre/kWh,2.90 öre/kWh,4.00 öre/kWh,15.74 öre/kWh,78.72 öre/kWh,Fossilt,variable_price,2026-05-02,SE3
"Rörligt pris, 100 % Fossilfri el",SVEKRAFT AB,0.00 öre/kWh,0,56.08 öre/kWh,2.90 öre/kWh,4.00 öre/kWh,15.74 öre/kWh,78.72 öre/kWh,Sol_Vind_Vatten_Biobränsle,variable_price,2026-05-02,SE3
Rörligt pris,Motala Energi AB,9.60 öre/kWh,0,56.08 öre/kWh,1.90 öre/kWh,5.00 öre/kWh,18.14 öre/kWh,90.72 öre/kWh,Fossilt,variable_price,2026-05-02,SE3
Rörligt pris utan bindningstid - Bra Miljöval,GodEl,18.72 öre/kWh,0,56.08 öre/kWh,0.00 öre/kWh,4.48 öre/kWh,19.82 öre/kWh,99.10 öre/kWh,Sol_Vind_Vatten_Bra miljöval,variable_price,2026-05-02,SE3
"RÖRLIGT MÅNADSPRIS, 100 % FOSSILFRI EL",STOCKHOLMS ELBOLAG AB,19.20 öre/kWh,0,56.08 öre/kWh,1.90 öre/kWh,9.15 öre/kWh,21.58 öre/kWh,107.91 öre/kWh,Sol_Vind_Vatten_Biobränsle,variable_price,2026-05-02,SE3
Mixpris 1 år,SVEKRAFT AB,0.00 öre/kWh,37.99 öre/kWh,28.04 öre/kWh,1.45 öre/kWh,2.00 öre/kWh,17.37 öre/kWh,86.86 öre/kWh,Fossilt,mixed_price,2026-05-02,SE3
"Mixpris 1 år, 100 % Fossilfri el",SVEKRAFT AB,0.00 öre/kWh,37.99 öre/kWh,28.04 öre/kWh,1.45 öre/kWh,2.00 öre/kWh,17.37 öre/kWh,86.86 öre/kWh,Sol_Vind_Vatten_Biobränsle,mixed_price,2026-05-02,SE3
FAST PRIS 6 MÅN,CHEAP ENERGY AB,0.00 öre/kWh,75.92 öre/kWh,0,0,0,18.98 öre/kWh,94.90 öre/kWh,Fossilt,fixed_price_6_months,2026-05-02,SE3
