contract_name,retailer_name,fixed_price_element_ore_kwh,unit_price_ore_kwh,wholesale_price_monthly_avg_ore_kwh,markup_ore_kwh,variable_costs_ore_kwh,vat_ore_kwh,total_ore_kwh,energy_source,contract_type,date,bidding_zone
Kvartspris utan bindningstid - Bra Miljöval,GodEl,18.72 öre/kWh,0,26.85 öre/kWh,0.00 öre/kWh,3.39 öre/kWh,12.24 öre/kWh,61.20 öre/kWh,Sol_Vind_Vatten_Bra miljöval,quarterly_price,2026-05-02,SE2
Rörligt timpris,SVEKRAFT AB,0.00 öre/kWh,0,26.85 öre/kWh,1.49 öre/kWh,4.00 öre/kWh,8.09 öre/kWh,40.42 öre/kWh,Fossilt,hourly_price,2026-05-02,SE2
"Rörligt timpris, 100 % Fossilfri el",SVEKRAFT AB,0.00 öre/kWh,0,26.85 öre/kWh,1.49 öre/kWh,4.00 öre/kWh,8.09 öre/kWh,40.42 öre/kWh,Sol_Vind_Vatten_Biobränsle,hourly_price,2026-05-02,SE2
Rörligt timpris,Motala Energi AB,9.60 öre/kWh,0,26.85 öre/kWh,1.90 öre/kWh,5.00 öre/kWh,10.84 öre/kWh,54.19 öre/kWh,Fossilt,hourly_price,2026-05-02,SE2
"RÖRLIGT TIMPRIS UTAN BINDNING, 100 % FOSSILFRI EL",STOCKHOLMS ELBOLAG AB,19.20 öre/kWh,0,26.85 öre/kWh,1.90 öre/kWh,9.15 öre/kWh,14.28 öre/kWh,71.38 öre/kWh,Sol_Vind_Vatten_Biobränsle,hourly_price,2026-05-02,SE2
Rörligt pris,SVEKRAFT AB,0.00 öre/kWh,0,26.85 öre/kWh,1.90 öre/kWh,4.00 öre/kWh,8.19 öre/kWh,40.94 öre/kWh,Fossilt,variable_price,2026-05-02,SE2
"Rörligt pris, 100 % Fossilfri el",SVEKRAFT AB,0.00 öre/kWh,0,26.85 öre/kWh,1.90 öre/kWh,4.00 öre/kWh,8.19 öre/kWh,40.94 öre/kWh,Sol_Vind_Vatten_Biobränsle,variable_price,2026-05-02,SE2
Rörligt pris,Motala Energi AB,9.60 öre/kWh,0,26.85 öre/kWh,1.90 öre/kWh,5.00 öre/kWh,10.84 öre/kWh,54.19 öre/kWh,Fossilt,variable_price,2026-05-02,SE2
Rörligt pris utan bindningstid - Bra Miljöval,GodEl,18.72 öre/kWh,0,26.85 öre/kWh,0.00 öre/kWh,3.46 öre/kWh,12.26 öre/kWh,61.29 öre/kWh,Sol_Vind_Vatten_Bra miljöval,variable_price,2026-05-02,SE2
"RÖRLIGT MÅNADSPRIS, 100 % FOSSILFRI EL",STOCKHOLMS ELBOLAG AB,19.20 öre/kWh,0,26.85 öre/kWh,1.90 öre/kWh,9.15 öre/kWh,14.28 öre/kWh,71.38 öre/kWh,Sol_Vind_Vatten_Biobränsle,variable_price,2026-05-02,SE2
Mixpris 1 år,SVEKRAFT AB,0.00 öre/kWh,27.20 öre/kWh,13.43 öre/kWh,0.95 öre/kWh,2.00 öre/kWh,10.89 öre/kWh,54.46 öre/kWh,Fossilt,mixed_price,2026-05-02,SE2
