contract_name,retailer_name,fixed_price_element_ore_kwh,unit_price_ore_kwh,wholesale_price_monthly_avg_ore_kwh,markup_ore_kwh,variable_costs_ore_kwh,vat_ore_kwh,total_ore_kwh,energy_source,contract_type,date,bidding_zone
Kvartspris utan bindningstid - Bra Miljöval,GodEl,18.72 öre/kWh,0,66.55 öre/kWh,0.00 öre/kWh,4.29 öre/kWh,22.39 öre/kWh,111.95 öre/kWh,Sol_Vind_Vatten_Bra miljöval,quarterly_price,2026-05-03,SE4
Rörligt timpris,SVEKRAFT AB,0.00 öre/kWh,0,66.55 öre/kWh,1.49 öre/kWh,4.00 öre/kWh,18.01 öre/kWh,90.05 öre/kWh,Fossilt,hourly_price,2026-05-03,SE4
"Rörligt timpris, 100 % Fossilfri el",SVEKRAFT AB,0.00 öre/kWh,0,66.55 öre/kWh,1.49 öre/kWh,4.00 öre/kWh,18.01 öre/kWh,90.05 öre/kWh,Sol_Vind_Vatten_Biobränsle,hourly_price,2026-05-03,SE4
Rörligt timpris,Motala Energi AB,9.60 öre/kWh,0,66.55 öre/kWh,1.90 öre/kWh,5.00 öre/kWh,20.76 öre/kWh,103.81 öre/kWh,Fossilt,hourly_price,2026-05-03,SE4
"RÖRLIGT TIMPRIS UTAN BINDNING, 100 % FOSSILFRI EL",STOCKHOLMS ELBOLAG AB,19.20 öre/kWh,0,66.55 öre/kWh,1.90 öre/kWh,9.15 öre/kWh,24.20 öre/kWh,121.00 öre/kWh,Sol_Vind_Vatten_Biobränsle,hourly_price,2026-05-03,SE4
Rörligt pris,SVEKRAFT AB,0.00 öre/kWh,0,66.55 öre/kWh,3.90 öre/kWh,4.00 öre/kWh,18.61 öre/kWh,93.06 öre/kWh,Fossilt,variable_price,2026-05-03,SE4
"Rörligt pris, 100 % Fossilfri el",SVEKRAFT AB,0.00 öre/kWh,0,66.55 öre/kWh,3.90 öre/kWh,4.00 öre/kWh,18.61 öre/kWh,93.06 öre/kWh,Sol_Vind_Vatten_Biobränsle,variable_price,2026-05-03,SE4
Rörligt pris,Motala Energi AB,9.60 öre/kWh,0,66.55 öre/kWh,1.90 öre/kWh,5.00 öre/kWh,20.76 öre/kWh,103.81 öre/kWh,Fossilt,variable_price,2026-05-03,SE4
Rörligt pris utan bindningstid - Bra Miljöval,GodEl,18.72 öre/kWh,0,66.55 öre/kWh,0.00 öre/kWh,7.42 öre/kWh,23.17 öre/kWh,115.86 öre/kWh,Sol_Vind_Vatten_Bra miljöval,variable_price,2026-05-03,SE4
"RÖRLIGT MÅNADSPRIS, 100 % FOSSILFRI EL",STOCKHOLMS ELBOLAG AB,19.20 öre/kWh,0,66.55 öre/kWh,1.90 öre/kWh,9.15 öre/kWh,24.20 öre/kWh,121.00 öre/kWh,Sol_Vind_Vatten_Biobränsle,variable_price,2026-05-03,SE4
