contract_name,retailer_name,fixed_price_element_ore_kwh,unit_price_ore_kwh,wholesale_price_monthly_avg_ore_kwh,markup_ore_kwh,variable_costs_ore_kwh,vat_ore_kwh,total_ore_kwh,energy_source,contract_type,date,bidding_zone
Rörligt timpris,SVEKRAFT AB,0.00 öre/kWh,0,112.99 öre/kWh,3.49 öre/kWh,2.00 öre/kWh,29.62 öre/kWh,148.10 öre/kWh,Fossilt,hourly_price,2026-02-01,SE4
"Rörligt timpris, 100 % Fossilfri el",SVEKRAFT AB,0.00 öre/kWh,0,112.99 öre/kWh,3.49 öre/kWh,2.00 öre/kWh,29.62 öre/kWh,148.10 öre/kWh,Sol_Vind_Vatten_Biobränsle,hourly_price,2026-02-01,SE4
Rörligt timpris,Motala Energi AB,9.60 öre/kWh,0,112.99 öre/kWh,5.90 öre/kWh,4.00 öre/kWh,33.12 öre/kWh,165.61 öre/kWh,Fossilt,hourly_price,2026-02-01,SE4
"RÖRLIGT TIMPRIS UTAN BINDNING, 100 % FOSSILFRI EL",STOCKHOLMS ELBOLAG AB,19.20 öre/kWh,0,112.99 öre/kWh,5.90 öre/kWh,4.00 öre/kWh,35.52 öre/kWh,177.61 öre/kWh,Sol_Vind_Vatten_Biobränsle,hourly_price,2026-02-01,SE4
Rörligt pris,SVEKRAFT AB,0.00 öre/kWh,0,112.99 öre/kWh,4.79 öre/kWh,2.00 öre/kWh,29.95 öre/kWh,149.72 öre/kWh,Fossilt,variable_price,2026-02-01,SE4
"Rörligt pris, 100 % Fossilfri el",SVEKRAFT AB,0.00 öre/kWh,0,112.99 öre/kWh,4.79 öre/kWh,2.00 öre/kWh,29.95 öre/kWh,149.72 öre/kWh,Sol_Vind_Vatten_Biobränsle,variable_price,2026-02-01,SE4
Rörligt pris,Motala Energi AB,9.60 öre/kWh,0,112.99 öre/kWh,5.90 öre/kWh,4.00 öre/kWh,33.12 öre/kWh,165.61 öre/kWh,Fossilt,variable_price,2026-02-01,SE4
"RÖRLIGT MÅNADSPRIS, 100 % FOSSILFRI EL",STOCKHOLMS ELBOLAG AB,19.20 öre/kWh,0,112.99 öre/kWh,5.90 öre/kWh,4.00 öre/kWh,35.52 öre/kWh,177.61 öre/kWh,Sol_Vind_Vatten_Biobränsle,variable_price,2026-02-01,SE4
Mixpris 1 år,SVEKRAFT AB,0.00 öre/kWh,51.99 öre/kWh,56.50 öre/kWh,1.50 öre/kWh,1.00 öre/kWh,27.75 öre/kWh,138.74 öre/kWh,Fossilt,mixed_price,2026-02-01,SE4
"Mixpris 1 år, 100 % Fossilfri el",SVEKRAFT AB,0.00 öre/kWh,51.99 öre/kWh,56.50 öre/kWh,1.50 öre/kWh,1.00 öre/kWh,27.75 öre/kWh,138.74 öre/kWh,Sol_Vind_Vatten_Biobränsle,mixed_price,2026-02-01,SE4
FAST PRIS 6 MÅN,CHEAP ENERGY AB,0.00 öre/kWh,103.92 öre/kWh,0,0,0,25.98 öre/kWh,129.90 öre/kWh,Fossilt,fixed_price_6_months,2026-02-01,SE4
"FAST PRIS 6 MÅN, NORDENMILJÖ",CHEAP ENERGY AB,0.00 öre/kWh,103.92 öre/kWh,0,0,0,25.98 öre/kWh,129.90 öre/kWh,Sol_Vind_Vatten_Biobränsle,fixed_price_6_months,2026-02-01,SE4
Fast pris 6 månader,SVEKRAFT AB,0.00 öre/kWh,104.79 öre/kWh,0,0,0,26.20 öre/kWh,130.99 öre/kWh,Fossilt,fixed_price_6_months,2026-02-01,SE4
"Fast pris 6 månader, 100 % Fossilfri el",SVEKRAFT AB,0.00 öre/kWh,104.79 öre/kWh,0,0,0,26.20 öre/kWh,130.99 öre/kWh,Sol_Vind_Vatten_Biobränsle,fixed_price_6_months,2026-02-01,SE4
6 månadersavtal,Sölvesborgs Energi AB,15.00 öre/kWh,96.00 öre/kWh,0,0,0,27.75 öre/kWh,138.75 öre/kWh,Sol_Vind_Vatten_Kärnkraft,fixed_price_6_months,2026-02-01,SE4
Fast pris 6 månader,Motala Energi AB,9.60 öre/kWh,103.90 öre/kWh,0,0,0,28.38 öre/kWh,141.88 öre/kWh,Fossilt,fixed_price_6_months,2026-02-01,SE4
Fast pris 6 mån Fossilfri Elmix,Mälarenergi AB,23.52 öre/kWh,90.10 öre/kWh,0,0,0,28.41 öre/kWh,142.03 öre/kWh,Sol_Vind_Vatten_Kärnkraft,fixed_price_6_months,2026-02-01,SE4
Fast pris 6 mån Solkraft,Mälarenergi AB,23.52 öre/kWh,90.90 öre/kWh,0,0,0,28.61 öre/kWh,143.03 öre/kWh,Sol,fixed_price_6_months,2026-02-01,SE4
Fast pris 6 mån Vattenkraft,Mälarenergi AB,23.52 öre/kWh,90.90 öre/kWh,0,0,0,28.61 öre/kWh,143.03 öre/kWh,Vatten,fixed_price_6_months,2026-02-01,SE4
Fast pris 6 mån Vindkraft,Mälarenergi AB,23.52 öre/kWh,90.90 öre/kWh,0,0,0,28.61 öre/kWh,143.03 öre/kWh,Vind,fixed_price_6_months,2026-02-01,SE4
FAST PRIS 6 MÅN,STOCKHOLMS ELBOLAG AB,19.20 öre/kWh,96.90 öre/kWh,0,0,0,29.02 öre/kWh,145.13 öre/kWh,Fossilt,fixed_price_6_months,2026-02-01,SE4
Fast pris 6 månader Fossilfri El Elområde 4,E.ON,19.20 öre/kWh,97.20 öre/kWh,0,0,0,29.10 öre/kWh,145.50 öre/kWh,Kärnkraft,fixed_price_6_months,2026-02-01,SE4
"FAST PRIS 6 MÅN, 100 % FOSSILFRI EL",STOCKHOLMS ELBOLAG AB,19.20 öre/kWh,98.50 öre/kWh,0,0,0,29.43 öre/kWh,147.13 öre/kWh,Sol_Vind_Vatten_Biobränsle,fixed_price_6_months,2026-02-01,SE4
Fastpris 6mån April 2026,Rödeby Energi AB,21.00 öre/kWh,98.40 öre/kWh,0,0,0,29.85 öre/kWh,149.25 öre/kWh,Sol_Vind_Vatten_Kärnkraft,fixed_price_6_months,2026-02-01,SE4
Fastpris 6mån Mars 2026,Rödeby Energi AB,21.00 öre/kWh,98.40 öre/kWh,0,0,0,29.85 öre/kWh,149.25 öre/kWh,Sol_Vind_Vatten_Kärnkraft,fixed_price_6_months,2026-02-01,SE4
FAST PRIS 6 MÅN,SVEALANDS ELBOLAG AB,33.55 öre/kWh,85.90 öre/kWh,0,0,0,29.86 öre/kWh,149.31 öre/kWh,Fossilt,fixed_price_6_months,2026-02-01,SE4
"FAST PRIS 6 MÅN, 100 % FOSSILFRI EL",SVEALANDS ELBOLAG AB,33.55 öre/kWh,87.50 öre/kWh,0,0,0,30.26 öre/kWh,151.31 öre/kWh,Sol_Vind_Vatten_Biobränsle,fixed_price_6_months,2026-02-01,SE4
Fast elpris 6 mån återvunnnen el,Bodens Energi AB,16.80 öre/kWh,105.00 öre/kWh,0,0,0,30.45 öre/kWh,152.25 öre/kWh,Fossilt,fixed_price_6_months,2026-02-01,SE4
"Fastpris 6 mån, elområde 4",Västervik Miljö & Energi AB,12.60 öre/kWh,109.80 öre/kWh,0,0,0,30.60 öre/kWh,153.00 öre/kWh,Vatten,fixed_price_6_months,2026-02-01,SE4
Fast elpris 6 mån förnybar el,Bodens Energi AB,16.80 öre/kWh,105.70 öre/kWh,0,0,0,30.63 öre/kWh,153.13 öre/kWh,Sol_Vind_Vatten_Biobränsle,fixed_price_6_months,2026-02-01,SE4
