Date,Hour,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
2025-05-13,00-01,"89,32","89,32","89,32","88,05","84,22","67,00","89,87","87,18","104,74","89,87","89,87","5,11","82,15","86,83","0,11","8,86","54,53","4,95","8,39","57,76","87,82"
2025-05-13,01-02,"86,88","86,88","86,88","88,73","80,30","45,01","88,55","85,00","90,97","88,55","88,55","5,80","80,48","84,93","0,26","3,45","54,18","5,78","6,05","46,58","86,47"
2025-05-13,02-03,"88,84","88,84","88,84","90,21","81,92","37,83","89,20","85,03","90,67","89,20","89,20","4,51","77,65","81,82","0,44","1,44","56,19","4,40","6,83","53,71","87,20"
2025-05-13,03-04,"94,84","94,84","94,84","96,69","89,94","35,01","93,94","91,12","94,84","93,94","93,95","1,76","76,93","81,19","0,16","2,94","51,98","1,37","10,41","76,44","90,29"
2025-05-13,04-05,"97,68","97,68","97,68","100,00","92,25","35,01","96,71","93,62","97,68","96,71","96,73","2,00","82,28","86,76","0,23","1,04","50,37","1,47","13,31","89,44","94,58"
2025-05-13,05-06,"112,52","112,52","112,52","104,00","92,88","39,79","104,00","97,93","112,52","104,00","104,02","1,26","81,24","85,58","2,27","1,14","57,57","0,64","14,74","100,28","102,27"
2025-05-13,06-07,"137,54","137,54","137,54","136,18","113,94","70,00","136,77","130,31","137,61","136,77","136,79","20,04","94,84","100,01","24,14","-0,09","75,89","3,04","18,43","120,58","123,37"
2025-05-13,07-08,"128,58","128,58","128,58","128,33","122,05","108,09","128,33","126,43","128,58","128,33","128,35","69,76","109,53","115,26","12,65","-0,06","79,78","4,67","19,59","121,42","125,58"
2025-05-13,08-09,"100,33","100,33","100,33","100,42","104,45","68,25","100,42","101,90","100,33","100,42","100,44","100,34","84,66","89,99","0,81","5,16","50,69","4,76","15,78","94,27","97,28"
2025-05-13,09-10,"80,56","80,56","80,56","82,31","72,76","25,58","79,36","75,51","80,56","79,36","78,24","74,82","73,88","78,77","0,19","1,33","31,01","8,00","17,10","76,58","79,81"
2025-05-13,10-11,"20,16","20,16","20,16","16,35","16,25","17,01","16,09","16,00","20,72","16,09","17,21","25,90","62,19","66,16","0,51","1,12","29,86","9,37","10,38","16,47","17,23"
2025-05-13,11-12,"5,99","5,99","5,99","7,90","-0,82","0,00","-0,75","-1,08","2,52","-0,75","5,92","5,99","34,16","51,80","0,22","1,35","46,72","5,88","5,95","6,55","5,95"
2025-05-13,12-13,"5,82","5,82","5,82","-2,74","2,29","-0,50","-6,00","-9,90","5,82","-2,56","4,00","5,82","16,14","39,81","-0,11","1,19","47,77","4,95","5,01","5,83","4,14"
2025-05-13,13-14,"4,93","4,93","4,93","-9,96","-26,44","-2,51","-16,00","-21,62","3,31","-1,74","14,33","4,93","36,53","54,88","7,89","-0,10","35,98","0,56","2,76","9,90","13,39"
2025-05-13,14-15,"5,98","5,98","5,98","-12,65","-7,30","-2,08","-6,55","-7,33","8,30","-3,20","0,15","5,65","35,32","36,61","12,11","-0,09","29,04","3,00","3,10","1,34","0,38"
2025-05-13,15-16,"3,91","3,91","3,91","-6,34","-3,23","-0,01","-3,83","-4,16","51,69","-3,64","3,98","3,59","47,28","43,28","9,20","-0,06","38,15","3,26","3,52","4,29","3,96"
2025-05-13,16-17,"6,65","6,65","6,65","-6,51","0,63","0,35","0,55","0,10","81,84","0,54","5,24","3,92","51,57","49,82","2,36","0,97","47,77","3,65","3,57","4,48","5,11"
2025-05-13,17-18,"74,03","74,03","74,03","71,29","64,06","31,40","74,00","69,25","107,60","73,95","71,32","1,26","64,85","66,56","2,36","1,38","47,77","-2,42","4,65","57,87","72,71"
2025-05-13,18-19,"112,08","112,08","112,08","106,76","90,07","41,32","105,23","97,00","112,08","99,71","99,77","5,30","77,45","81,14","6,69","0,94","57,50","-13,62","4,31","101,49","103,62"
2025-05-13,19-20,"152,90","152,90","152,90","134,10","125,00","93,07","151,07","124,57","165,30","135,91","136,07","2,98","90,65","94,96","8,29","0,09","68,50","-21,52","3,75","137,05","140,89"
2025-05-13,20-21,"235,04","235,04","235,04","177,09","149,34","92,67","223,58","212,92","354,28","212,92","212,97","0,00","122,76","130,00","0,73","0,91","68,66","-33,79","4,30","207,72","219,24"
2025-05-13,21-22,"156,73","156,73","156,73","144,05","138,89","128,07","148,96","148,37","163,33","148,37","141,85","-0,01","121,67","128,66","0,12","0,95","71,46","-21,98","3,84","139,25","146,09"
2025-05-13,22-23,"118,87","118,87","118,87","108,35","112,30","112,30","111,97","112,23","118,87","111,97","107,29","-5,00","94,59","100,00","-0,04","3,44","56,65","-10,68","3,69","92,04","109,68"
2025-05-13,23-00,"106,38","106,38","106,38","100,95","95,96","74,55","102,63","99,21","103,96","99,21","98,23","-10,24","85,21","89,97","0,15","4,32","51,32","-11,09","2,91","85,04","100,56"
