Date,Hour,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
2025-05-12,00-01,"87,17","87,17","87,17","89,52","79,15","15,30","86,00","81,70","87,17","86,00","84,72","38,18","76,29","83,05","5,20","0,99","51,87","37,85","40,40","85,06","85,94"
2025-05-12,01-02,"82,39","82,39","82,39","84,60","74,83","14,88","81,28","77,25","82,39","81,28","81,29","52,04","73,19","78,57","7,73","0,94","51,85","51,84","52,76","80,28","80,59"
2025-05-12,02-03,"82,02","82,02","82,02","84,15","74,73","17,70","80,95","77,02","82,02","80,95","80,96","62,75","74,01","78,38","5,32","0,95","51,92","62,60","64,16","80,81","80,23"
2025-05-12,03-04,"82,57","82,57","82,57","84,78","75,06","15,30","81,48","77,44","82,57","81,48","81,48","58,01","72,47","75,95","5,77","0,93","52,01","57,81","60,33","80,98","80,25"
2025-05-12,04-05,"87,65","87,65","87,65","88,21","77,73","14,00","84,65","80,33","85,82","84,65","84,66","53,92","73,95","77,46","6,36","0,90","53,28","53,64","57,58","85,26","84,44"
2025-05-12,05-06,"107,90","107,90","107,90","98,92","86,00","15,30","97,71","91,15","100,00","97,71","97,72","104,23","81,75","87,45","12,46","0,22","59,28","65,54","69,22","97,18","95,68"
2025-05-12,06-07,"143,01","143,01","143,01","132,58","109,80","22,34","137,05","123,15","143,01","137,05","137,08","125,94","116,07","85,12","12,52","0,10","59,88","9,65","25,61","141,67","141,71"
2025-05-12,07-08,"149,83","149,83","149,83","140,98","114,85","35,01","141,15","127,71","146,99","141,15","141,17","115,06","127,67","84,54","14,17","0,95","58,52","48,31","59,02","144,08","143,54"
2025-05-12,08-09,"111,55","111,55","111,55","103,90","106,21","22,10","108,49","106,21","111,55","108,49","108,50","111,55","89,14","88,43","30,00","0,44","74,87","111,54","109,65","109,43","106,15"
2025-05-12,09-10,"74,81","74,81","74,81","69,74","58,02","18,92","69,74","62,26","74,81","69,74","69,74","74,81","66,88","71,61","5,77","5,11","48,85","70,26","68,74","69,46","69,68"
2025-05-12,10-11,"36,01","36,01","36,01","5,88","4,73","4,73","0,49","-2,00","17,59","15,37","45,93","36,68","70,72","59,97","2,26","5,51","45,21","34,50","34,11","41,12","45,01"
2025-05-12,11-12,"40,68","40,68","40,68","-1,99","-0,01","-0,01","-3,91","-6,02","9,59","11,35","42,70","40,01","51,19","55,52","0,91","1,58","17,82","34,18","34,21","39,23","42,04"
2025-05-12,12-13,"33,62","33,62","33,62","-5,26","-0,10","-0,10","-25,00","-44,18","10,37","2,09","35,17","33,62","41,68","45,01","2,29","4,30","18,00","28,65","28,65","32,51","34,66"
2025-05-12,13-14,"16,92","16,92","16,92","-11,11","-30,00","-2,54","-35,00","-56,96","51,85","4,17","17,63","16,92","20,62","22,13","2,31","4,30","9,03","14,64","14,62","16,41","17,40"
2025-05-12,14-15,"20,08","20,08","20,08","-20,94","-4,00","-4,00","-29,90","-48,23","63,65","2,08","22,93","19,50","27,25","29,41","1,00","3,37","10,66","18,62","18,59","21,17","22,59"
2025-05-12,15-16,"38,91","38,91","38,91","6,21","-0,02","-0,02","-8,59","-10,89","64,99","6,96","38,90","32,89","46,49","50,26","0,79","5,62","17,81","31,36","31,32","35,81","38,30"
2025-05-12,16-17,"46,19","46,19","46,19","62,93","-1,64","-0,01","-0,01","-3,72","77,23","7,78","48,44","40,98","57,88","62,53","1,69","5,93","26,06","39,05","39,02","44,61","47,69"
2025-05-12,17-18,"83,89","83,89","83,89","72,58","57,23","7,61","72,58","64,47","83,89","72,58","77,78","19,29","66,86","71,55","5,68","8,54","48,75","13,87","21,11","78,95","79,70"
2025-05-12,18-19,"108,95","108,95","108,95","100,98","85,61","14,97","107,12","95,57","108,95","107,12","101,99","40,00","76,70","79,42","18,71","0,93","64,53","11,15","22,47","106,00","105,62"
2025-05-12,19-20,"163,64","163,64","163,64","124,06","119,81","44,91","141,41","130,01","164,41","141,41","141,46","42,71","97,69","94,93","13,53","1,09","54,82","8,88","26,27","147,86","145,42"
2025-05-12,20-21,"193,19","193,19","193,19","117,16","117,72","61,81","172,70","169,42","282,92","172,70","172,53","31,07","125,85","122,66","2,82","5,07","56,52","8,73","29,67","179,54","178,05"
2025-05-12,21-22,"128,35","128,35","128,35","103,92","119,06","122,03","117,25","117,58","179,14","117,25","117,57","48,06","99,75","105,08","3,02","5,10","72,91","9,67","22,36","118,63","120,65"
2025-05-12,22-23,"107,96","107,96","107,96","99,95","101,98","103,75","100,11","101,14","107,96","100,11","100,13","21,85","88,54","93,41","2,36","8,54","63,53","15,57","25,14","100,51","102,36"
2025-05-12,23-00,"96,06","96,06","96,06","90,49","87,99","70,44","92,97","90,44","96,06","92,97","92,98","9,08","77,42","81,60","2,91","5,59","57,59","8,52","18,24","84,41","91,10"
