Date,Hour,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
2025-11-15,00-01,"54,00","54,00","54,00","98,96","72,71","31,50","85,67","77,40","103,50","62,09","62,05","12,68","62,11","63,66","29,94","11,10","58,97","6,23","0,00","29,62","39,57"
2025-11-15,01-02,"36,91","36,91","36,91","95,74","65,54","22,20","78,99","70,36","103,50","62,55","62,50","12,51","62,54","64,12","29,83","11,13","59,34","6,03","-0,34","29,68","39,75"
2025-11-15,02-03,"20,77","64,20","64,20","106,29","64,49","21,14","78,58","69,14","102,92","62,26","62,21","11,73","62,22","63,82","29,16","10,41","58,99","5,20","-1,25","29,06","39,23"
2025-11-15,03-04,"20,77","58,37","58,37","106,38","53,47","17,11","66,27","57,10","102,89","57,10","57,06","11,35","60,46","62,02","28,30","10,07","57,32","5,00","-1,27","28,21","38,10"
2025-11-15,04-05,"20,77","49,95","49,95","108,30","68,31","23,04","83,90","73,92","102,76","63,95","63,91","10,40","60,59","62,05","29,34","9,65","57,56","5,52","-0,34","28,58","38,55"
2025-11-15,05-06,"20,77","31,78","31,78","100,90","65,76","19,10","81,59","71,67","102,53","60,52","60,47","5,00","60,51","62,00","28,71","9,65","57,41","5,22","-0,82","28,35","38,41"
2025-11-15,06-07,"20,77","31,51","31,51","96,37","61,63","19,51","75,97","66,88","102,83","60,06","60,02","4,90","60,05","61,54","28,37","9,61","56,96","5,12","-0,91","28,10","38,10"
2025-11-15,07-08,"20,77","30,72","30,72","86,81","57,13","17,37","70,34","62,10","95,34","58,54","58,50","4,78","58,53","59,98","27,56","9,48","55,50","5,00","-0,91","27,38","37,14"
2025-11-15,08-09,"20,76","30,54","30,54","97,66","65,79","18,92","81,24","70,11","102,84","57,92","57,88","5,00","57,93","59,39","27,76","9,17","54,95","5,20","-0,37","27,27","36,67"
2025-11-15,09-10,"20,76","30,53","30,53","98,24","61,68","17,37","75,07","61,42","102,71","57,90","57,85","4,99","57,91","59,37","27,71","9,20","54,93","5,20","-0,39","27,25","36,66"
2025-11-15,10-11,"20,76","30,32","30,32","98,31","60,13","17,11","73,90","61,22","102,59","57,70","57,66","4,79","57,70","59,17","27,30","9,23","54,69","5,00","-0,66","27,04","36,46"
2025-11-15,11-12,"20,76","29,96","29,96","98,02","54,55","17,00","68,66","59,45","102,68","56,96","56,92","4,79","56,95","58,40","26,96","9,19","53,98","5,00","-0,59","26,73","36,02"
2025-11-15,12-13,"20,75","30,00","30,00","101,40","60,21","17,03","76,00","66,09","102,66","56,92","56,88","4,88","56,92","58,38","27,14","9,09","54,01","5,09","-0,34","26,74","36,07"
2025-11-15,13-14,"4,79","29,86","29,86","98,40","55,13","17,03","69,39","60,19","102,55","55,87","56,12","4,79","56,73","58,19","26,92","9,09","53,81","5,00","-0,45","26,60","35,93"
2025-11-15,14-15,"20,75","29,95","29,95","94,60","59,14","16,90","74,16","64,93","102,64","54,06","54,98","4,79","56,92","58,39","26,96","9,14","53,98","5,00","-0,49","26,68","36,04"
2025-11-15,15-16,"29,77","29,77","29,77","94,60","57,79","16,57","72,57","63,40","102,69","53,19","54,39","4,49","56,88","58,37","26,53","9,12","53,90","4,72","-0,89","26,48","35,91"
2025-11-15,16-17,"20,75","29,89","29,89","96,04","64,86","16,49","77,16","60,28","102,89","53,19","54,38","4,76","56,82","58,30","26,58","8,86","53,91","4,97","-0,34","26,59","36,03"
2025-11-15,17-18,"20,75","29,88","29,88","95,04","61,18","16,46","73,94","60,23","103,49","52,69","54,03","4,79","56,77","58,24","26,53","8,94","53,86","5,00","-0,31","26,58","36,02"
2025-11-15,18-19,"20,75","29,78","29,78","96,60","54,82","16,46","68,64","60,02","103,95","52,51","53,84","4,79","56,57","58,04","26,51","8,87","53,68","5,00","-0,27","26,50","35,90"
2025-11-15,19-20,"20,75","29,78","29,78","97,65","55,14","16,57","69,06","60,35","106,80","52,33","53,66","4,97","56,37","57,83","26,52","9,02","53,50","5,18","-0,06","26,52","35,85"
2025-11-15,20-21,"20,75","29,49","29,49","86,21","53,84","17,08","66,21","58,79","107,27","52,46","53,58","4,79","55,95","57,40","26,77","8,43","53,17","4,97","0,01","26,07","35,48"
2025-11-15,21-22,"20,76","29,22","29,22","96,25","53,93","17,03","66,91","58,73","107,28","51,41","52,68","4,82","55,36","56,80","26,54","8,42","52,61","5,00","0,10","25,85","35,14"
2025-11-15,22-23,"20,76","29,89","29,89","104,53","55,11","17,10","69,23","60,07","107,27","52,58","53,88","4,91","56,63","58,10","27,20","8,53","53,83","5,10","0,10","26,43","35,94"
2025-11-15,23-00,"20,76","29,81","29,81","112,19","62,91","17,20","80,11","69,27","102,25","57,82","60,44","5,00","56,38","57,84","27,14","8,60","53,60","5,18","0,22","26,38","35,82"
