Date,Hour,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
2025-03-15,00-01,"112,15","112,15","112,15","112,15","112,15","112,15","112,15","112,15","127,51","112,15","112,16","0,00","46,48","48,71","20,64","5,11","42,21","-0,05","-1,31","30,49","56,87"
2025-03-15,01-02,"103,14","103,14","103,14","103,14","103,14","103,14","103,14","103,14","123,21","103,14","103,15","0,00","45,54","47,35","19,73","4,69","41,81","0,07","-1,79","32,22","57,64"
2025-03-15,02-03,"96,00","96,00","96,00","96,00","96,00","96,00","96,00","96,00","117,32","96,00","96,00","-0,01","44,63","46,34","19,60","4,67","41,10","0,06","-1,83","28,84","51,75"
2025-03-15,03-04,"89,90","89,90","89,90","89,90","89,90","89,90","89,90","89,90","115,72","89,90","89,89","-0,02","44,22","45,87","19,47","4,67","40,79","0,05","-1,87","26,54","47,75"
2025-03-15,04-05,"86,90","86,90","86,90","86,90","86,90","86,90","86,90","86,90","115,68","86,90","86,89","-0,01","44,00","45,66","19,22","4,51","40,58","-0,08","-2,04","26,22","47,15"
2025-03-15,05-06,"148,55","148,55","148,55","90,55","90,55","90,55","90,55","90,55","118,27","90,55","90,55","0,00","44,16","45,76","19,47","4,59","40,91","-0,11","-1,92","26,75","47,38"
2025-03-15,06-07,"97,01","97,01","97,01","97,01","97,01","97,01","97,01","97,01","124,56","97,01","97,00","0,00","44,51","46,36","19,42","4,58","40,95","-0,05","-1,90","27,19","47,85"
2025-03-15,07-08,"26,34","26,34","26,34","99,42","99,42","99,42","99,42","99,42","128,85","99,42","99,38","0,01","45,33","47,68","19,09","4,49","41,09","0,02","-2,55","19,96","30,88"
2025-03-15,08-09,"23,08","23,08","23,08","98,09","98,68","98,51","98,77","98,74","105,00","98,77","98,73","0,02","44,96","47,22","18,90","4,41","40,83","0,05","-2,72","18,70","28,05"
2025-03-15,09-10,"0,00","22,71","22,71","85,50","86,27","86,06","86,40","86,36","88,58","86,40","86,36","0,00","44,35","45,84","18,78","4,38","41,24","0,02","-2,63","18,32","27,70"
2025-03-15,10-11,"0,00","22,54","22,54","71,91","72,61","72,96","72,39","72,48","70,85","72,39","72,35","0,00","44,04","45,48","18,66","4,36","40,98","0,03","-2,57","18,19","27,80"
2025-03-15,11-12,"0,00","22,39","22,39","72,64","66,87","65,15","67,16","66,73","55,74","67,12","67,12","0,00","43,73","45,29","18,47","4,32","40,54","0,01","-2,95","18,14","27,93"
2025-03-15,12-13,"0,00","22,16","22,16","63,17","57,20","57,11","57,32","57,22","56,75","57,28","57,28","0,00","43,28","44,85","18,32","4,28","40,14","-0,02","-2,88","17,94","27,68"
2025-03-15,13-14,"0,00","22,04","22,04","48,00","48,00","48,00","48,00","48,00","48,55","48,00","47,96","0,00","43,04","44,61","18,31","4,24","39,82","0,00","-3,02","17,87","27,53"
2025-03-15,14-15,"0,35","22,14","22,14","54,51","54,51","54,51","54,51","54,51","68,06","54,51","54,46","0,35","42,92","44,51","18,44","4,54","39,68","0,34","-2,72","18,05","27,58"
2025-03-15,15-16,"23,01","23,01","23,01","73,01","63,21","45,97","70,80","64,63","98,55","70,78","70,76","1,86","43,20","44,62","19,29","5,99","40,22","1,84","-1,31","19,05","28,29"
2025-03-15,16-17,"84,27","84,27","84,27","86,44","78,31","64,13","84,24","79,76","149,34","84,24","84,20","5,70","43,66","45,15","19,69","6,58","40,53","2,84","-1,00","20,13","28,74"
2025-03-15,17-18,"189,99","189,99","189,99","129,76","111,71","83,99","121,91","115,65","139,23","117,60","121,87","10,77","44,15","45,60","20,23","7,45","41,07","4,14","-0,31","21,51","29,09"
2025-03-15,18-19,"158,51","158,51","158,51","138,99","125,75","112,67","130,30","127,48","158,51","130,30","130,26","11,21","45,12","47,33","20,56","7,74","40,90","4,44","-0,30","22,20","29,78"
2025-03-15,19-20,"132,96","132,96","132,96","132,96","132,96","132,96","132,96","132,96","132,96","132,96","132,91","11,01","44,30","46,39","20,18","7,63","40,24","4,38","-0,31","21,67","29,43"
2025-03-15,20-21,"97,33","97,33","97,33","121,46","121,46","121,46","121,46","121,46","121,46","121,46","121,41","10,55","43,73","45,60","19,75","7,18","39,97","3,96","-0,75","21,19","29,06"
2025-03-15,21-22,"25,04","25,04","25,04","108,50","108,50","108,50","108,50","108,50","111,35","108,50","108,46","10,09","43,41","45,10","19,49","6,76","39,90","3,50","-1,12","20,75","28,70"
2025-03-15,22-23,"22,59","22,59","22,59","105,02","105,02","105,02","105,02","105,02","130,63","105,02","104,98","8,96","42,94","44,81","18,53","5,54","39,24","2,22","-2,33","19,82","27,95"
2025-03-15,23-00,"21,97","21,97","21,97","95,25","95,25","95,25","95,25","95,25","119,54","95,25","95,21","8,16","42,62","44,30","17,47","4,82","39,16","1,33","-3,40","19,13","27,40"
