Date,Hour,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
2025-10-19,00-01,"76,26","76,26","76,26","103,84","101,13","96,40","103,22","102,02","137,66","102,02","103,07","3,30","64,80","71,08","29,67","1,09","55,23","3,74","3,50","40,14","76,61"
2025-10-19,01-02,"69,89","70,06","70,06","92,00","92,00","92,00","92,00","92,00","108,35","92,00","91,88","3,76","61,99","70,86","28,88","1,09","55,23","4,15","3,40","37,59","70,59"
2025-10-19,02-03,"52,20","64,73","64,73","88,10","85,82","81,85","87,58","86,57","102,11","86,57","87,45","2,99","57,26","70,78","27,66","1,09","55,19","3,38","3,01","34,26","65,10"
2025-10-19,03-04,"40,01","64,62","64,62","88,26","80,80","67,79","86,57","83,26","97,52","83,26","86,45","2,83","56,89","70,71","27,53","1,09","55,04","3,22","2,95","34,07","64,93"
2025-10-19,04-05,"40,01","65,51","65,51","97,30","90,03","77,07","95,65","92,44","107,56","92,44","95,48","3,98","61,66","67,84","25,59","1,08","53,52","4,25","2,51","36,04","66,72"
2025-10-19,05-06,"36,91","65,57","65,57","90,73","84,99","74,76","89,43","86,89","99,77","86,89","89,29","3,00","59,06","67,82","25,61","1,08","53,28","3,32","2,50","34,99","66,21"
2025-10-19,06-07,"25,05","64,33","64,33","93,12","80,43","69,62","84,92","82,26","97,52","83,24","84,81","2,89","57,83","67,80","25,48","1,08","53,04","3,22","2,51","34,24","64,85"
2025-10-19,07-08,"20,77","66,17","66,17","91,76","75,58","63,97","80,34","77,48","97,52","78,53","80,26","2,00","55,97","67,78","25,58","1,07","53,03","3,22","2,82","34,00","66,01"
2025-10-19,08-09,"20,77","72,95","72,95","96,75","82,59","73,16","86,43","84,06","98,04","84,93","86,36","1,99","60,85","67,07","23,62","1,08","51,97","3,79","2,91","37,29","72,64"
2025-10-19,09-10,"3,01","69,99","69,99","96,57","75,45","61,00","81,50","77,79","97,53","79,15","81,44","1,90","59,17","67,05","21,98","1,08","51,97","3,56","2,74","35,79","69,69"
2025-10-19,10-11,"3,01","68,95","68,95","92,14","72,52","51,01","81,72","76,23","98,47","78,25","81,65","1,53","57,40","67,04","24,99","1,08","51,97","3,45","2,51","34,99","68,58"
2025-10-19,11-12,"3,00","68,04","68,04","86,70","67,50","39,89","79,52","72,43","97,53","75,04","79,46","1,67","57,90","67,03","21,30","1,08","51,97","3,28","2,49","34,70","67,75"
2025-10-19,12-13,"20,84","80,19","80,19","95,44","71,29","44,00","83,07","76,24","97,53","76,24","82,92","1,54","53,91","66,68","24,99","1,09","52,53","3,42","2,52","32,45","63,85"
2025-10-19,13-14,"69,90","69,90","69,90","93,98","66,00","32,33","80,58","72,15","97,53","72,15","80,44","1,58","53,51","66,67","23,85","1,09","52,43","3,37","2,51","32,00","62,84"
2025-10-19,14-15,"81,05","81,05","81,05","90,56","65,91","30,20","81,52","72,57","97,53","72,57","81,36","1,69","52,67","66,78","21,28","1,09","52,28","3,26","2,50","31,00","60,75"
2025-10-19,15-16,"84,83","84,83","84,83","88,59","67,07","30,00","83,39","74,10","102,94","74,10","83,21","1,70","52,49","66,77","21,03","1,09","52,16","3,25","2,50","30,85","60,48"
2025-10-19,16-17,"56,18","56,18","56,18","90,43","67,77","31,87","83,59","74,24","97,52","74,24","83,44","1,87","49,67","67,63","18,66","1,10","50,69","3,22","2,57","28,80","56,33"
2025-10-19,17-18,"69,90","69,90","69,90","94,01","66,45","30,07","82,35","72,89","102,81","72,89","82,22","1,92","50,40","67,63","21,34","1,09","50,72","3,49","2,73","29,80","58,28"
2025-10-19,18-19,"82,76","82,76","82,76","95,44","67,62","30,00","84,09","74,30","103,64","74,30","83,95","1,99","50,80","67,62","22,99","1,10","50,69","3,70","2,88","30,41","59,47"
2025-10-19,19-20,"82,32","82,32","82,32","92,16","66,68","29,94","82,82","73,25","106,46","73,25","82,69","1,97","51,34","67,62","24,99","1,10","50,70","3,85","2,95","31,13","60,92"
2025-10-19,20-21,"82,32","82,32","82,32","91,02","65,63","28,01","82,37","72,28","106,01","75,99","82,21","2,13","48,30","67,20","15,70","1,14","49,95","3,22","2,68","27,16","53,47"
2025-10-19,21-22,"84,17","84,17","84,17","90,53","63,10","22,57","81,29","70,34","106,93","74,37","81,16","2,00","49,81","67,18","21,09","1,14","50,07","3,22","2,79","29,09","57,51"
2025-10-19,22-23,"88,68","88,68","88,68","95,44","66,27","23,16","85,62","73,97","106,00","78,26","85,48","2,00","51,18","67,16","25,58","1,10","50,29","3,88","2,99","30,82","61,13"
2025-10-19,23-00,"69,90","88,13","88,13","95,81","65,10","21,43","84,71","72,90","105,59","77,24","84,59","2,00","51,63","67,14","25,79","1,10","50,66","3,95","3,01","31,12","61,70"
