Date,Hour,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
2025-10-05,00-01,"0,67","0,67","0,67","97,78","1,54","7,12","-0,07","-0,01","7,74","-0,01","0,00","0,67","2,36","1,83","2,09","1,26","3,70","1,00","0,92","0,70","0,07"
2025-10-05,01-02,"0,65","0,65","0,65","96,01","1,38","6,86","-0,26","-0,07","7,42","-0,07","0,00","0,65","2,30","1,73","2,07","1,24","3,71","0,97","0,90","0,68","0,07"
2025-10-05,02-03,"0,54","0,54","0,54","62,91","-0,42","3,26","-1,45","-1,45","4,30","-0,77","-0,06","0,54","2,07","1,29","2,03","1,13","4,01","0,85","0,77","0,55","0,00"
2025-10-05,03-04,"0,11","0,11","0,11","14,76","-0,90","0,00","-1,21","-1,10","0,11","-0,63","-0,59","0,11","2,27","1,50","2,02","0,95","4,17","0,62","0,52","0,25","-0,51"
2025-10-05,04-05,"0,23","0,23","0,23","31,10","-0,85","0,89","-1,09","-1,05","6,99","-0,67","0,21","0,23","0,29","0,00","0,46","0,30","1,06","0,26","0,24","0,22","0,21"
2025-10-05,05-06,"0,03","0,03","0,03","35,24","-1,21","1,32","-2,01","-1,98","0,03","-1,32","-0,02","0,03","0,46","-0,07","0,68","0,31","1,85","0,20","0,17","0,10","-0,01"
2025-10-05,06-07,"0,01","0,01","0,01","15,44","-1,13","0,00","-1,48","-1,46","-0,28","-1,31","-0,02","0,01","0,30","-0,08","0,46","0,20","1,30","0,13","0,11","0,05","-0,01"
2025-10-05,07-08,"0,00","0,00","0,00","9,84","-0,80","-0,07","-1,03","-1,01","-0,31","-0,91","-0,02","0,00","0,16","-0,09","0,27","0,11","0,81","0,07","0,05","0,02","-0,01"
2025-10-05,08-09,"0,01","0,01","0,01","67,87","-2,77","1,85","-4,20","-4,06","0,01","-2,59","-0,08","0,01","0,19","-0,59","0,70","0,23","2,64","0,08","0,05","-0,04","-0,07"
2025-10-05,09-10,"0,00","0,00","0,00","74,66","-3,98","0,00","-4,19","-4,07","0,00","-2,82","-0,08","0,00","0,18","-0,60","0,69","0,22","2,62","0,07","0,04","-0,05","-0,08"
2025-10-05,10-11,"-0,01","-0,01","-0,01","64,01","-3,70","-0,01","-4,18","-4,06","-0,07","-2,81","-0,09","-0,01","0,18","-0,60","0,68","0,21","2,61","0,07","0,03","-0,06","-0,08"
2025-10-05,11-12,"-0,06","-0,06","-0,06","63,81","-3,70","-0,02","-4,19","-4,06","-0,20","-2,82","-0,09","-0,01","0,18","-0,60","0,68","0,21","2,61","0,07","0,03","-0,06","-0,08"
2025-10-05,12-13,"0,05","0,05","0,05","50,41","-3,36","0,00","-4,20","-4,08","0,05","-3,40","-0,09","-0,01","0,18","-0,25","0,74","0,21","2,56","0,07","0,03","-0,06","-0,08"
2025-10-05,13-14,"-0,02","-0,02","-0,02","58,80","-3,56","0,00","-4,11","-4,07","-0,02","-3,65","-0,10","-0,02","0,16","-0,27","0,72","0,19","2,53","0,05","0,02","-0,07","-0,10"
2025-10-05,14-15,"-0,03","-0,03","-0,03","58,97","-3,56","-0,01","-4,11","-4,06","-0,15","-3,64","-0,11","-0,03","0,16","-0,27","0,71","0,19","2,52","0,05","0,01","-0,08","-0,10"
2025-10-05,15-16,"-0,03","-0,03","-0,03","67,23","-3,97","-0,01","-5,09","-4,09","-0,24","-3,67","-0,13","-0,03","0,20","-0,32","0,87","0,23","3,07","0,06","0,02","-0,09","-0,12"
2025-10-05,16-17,"-0,02","-0,02","-0,02","75,20","-4,19","-0,01","-4,82","-4,68","-0,20","-3,24","-0,11","-0,02","0,20","-0,54","0,89","0,23","2,91","0,07","0,03","-0,07","-0,10"
2025-10-05,17-18,"-0,02","-0,02","-0,02","76,86","-4,34","-0,01","-5,03","-4,88","-0,02","-3,39","-0,12","-0,02","0,21","-0,57","0,93","0,24","3,04","0,07","0,03","-0,08","-0,11"
2025-10-05,18-19,"-0,02","-0,02","-0,02","78,18","-4,39","-0,01","-5,05","-4,91","-0,12","-3,62","-0,12","-0,02","0,20","-0,57","0,93","0,24","3,05","0,07","0,03","-0,08","-0,11"
2025-10-05,19-20,"-0,03","-0,03","-0,03","83,99","-4,50","-0,01","-5,02","-4,88","-0,03","-4,37","-0,12","-0,02","0,20","-0,57","0,93","0,24","3,03","0,07","0,03","-0,08","-0,11"
2025-10-05,20-21,"0,01","0,01","0,01","72,45","-3,92","-0,02","-4,99","-4,09","0,01","-3,67","-0,10","0,00","0,23","-0,49","0,93","0,26","3,05","0,09","0,05","-0,06","-0,09"
2025-10-05,21-22,"0,00","0,00","0,00","72,76","-3,91","-0,01","-4,82","-4,09","0,00","-3,66","-0,09","0,00","0,22","-0,46","0,91","0,25","2,95","0,09","0,05","-0,05","-0,08"
2025-10-05,22-23,"0,02","0,02","0,02","74,02","-3,84","-0,01","-4,01","-4,01","0,02","-3,55","-0,06","0,02","0,20","-0,38","0,77","0,22","2,48","0,09","0,06","-0,03","-0,06"
2025-10-05,23-00,"0,02","0,05","0,05","87,01","-4,07","0,00","-4,01","-4,01","0,05","-3,55","-0,06","0,02","0,21","-0,38","0,80","0,24","2,56","0,10","0,06","-0,03","-0,05"
