Date,Hour,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
2025-02-10,00-01,"126,50","126,50","126,50","120,33","128,56","124,35","118,58","107,50","119,38","69,07","60,72","3,28","56,45","56,00","13,95","4,78","53,03","3,28","2,84","32,19","60,88"
2025-02-10,01-02,"96,59","96,59","96,59","115,82","134,72","125,05","111,82","86,32","113,66","65,10","62,75","3,00","55,32","54,99","14,43","4,79","51,99","2,98","2,52","31,74","60,28"
2025-02-10,02-03,"58,44","58,44","58,44","113,09","131,35","122,01","109,22","85,00","111,00","62,92","58,02","3,57","54,40","53,89","13,64","4,76","51,16","3,66","3,97","30,96","58,16"
2025-02-10,03-04,"57,85","57,85","57,85","108,83","120,98","114,75","106,29","89,30","107,45","63,78","57,47","4,05","54,19","53,64","14,41","4,76","51,02","4,04","4,04","30,96","57,59"
2025-02-10,04-05,"152,80","152,80","152,80","108,45","120,83","114,48","105,85","88,26","107,04","63,60","58,31","5,07","54,07","53,72","15,50","4,79","50,96","5,05","4,65","31,82","58,46"
2025-02-10,05-06,"218,60","218,60","218,60","118,05","125,74","119,98","112,00","96,94","119,09","67,11","60,65","11,94","55,16","55,06","18,41","4,87","52,07","6,00","5,50","36,50","60,86"
2025-02-10,06-07,"100,00","100,00","100,00","156,50","145,51","145,78","145,38","145,50","153,88","85,85","70,73","33,48","58,70","59,88","30,48","4,96","55,67","6,06","4,99","51,77","71,16"
2025-02-10,07-08,"234,52","234,52","234,52","173,80","167,70","166,14","162,02","154,00","174,28","115,42","112,35","90,57","95,57","98,26","36,30","5,24","87,01","6,24","4,98","100,78","112,92"
2025-02-10,08-09,"200,08","200,08","200,08","181,36","181,36","181,36","181,36","181,36","171,92","130,73","128,26","125,01","105,68","107,91","51,80","5,55","100,00","6,95","4,99","126,16","129,04"
2025-02-10,09-10,"152,79","152,79","152,79","163,18","163,18","163,18","163,18","163,18","124,87","121,11","118,66","124,77","100,06","101,89","53,86","7,02","95,34","6,23","6,95","121,42","119,32"
2025-02-10,10-11,"109,03","109,03","109,03","159,91","169,01","157,02","135,90","130,00","109,29","102,16","103,50","109,03","87,01","88,63","47,17","7,06","82,83","7,73","7,74","105,99","104,09"
2025-02-10,11-12,"111,25","111,25","111,25","150,96","178,77","155,00","115,28","120,27","90,46","83,25","78,84","111,25","66,64","67,32","48,42","5,59","64,89","11,18","17,97","80,15","80,04"
2025-02-10,12-13,"110,67","110,67","110,67","143,93","171,84","147,84","109,36","114,44","84,92","76,47","69,29","110,67","61,51","62,28","41,27","5,47","59,51","12,24","14,42","70,38","69,57"
2025-02-10,13-14,"128,99","128,99","128,99","123,34","150,99","135,21","109,74","115,02","92,24","75,80","76,12","129,00","56,69","57,27","42,19","5,31","55,12","12,06","21,40","77,96","78,85"
2025-02-10,14-15,"169,59","169,59","169,59","133,26","127,40","126,71","123,07","130,00","94,88","79,05","73,15","120,01","57,89","58,20","48,22","5,29","57,03","10,26","22,28","74,26","75,46"
2025-02-10,15-16,"153,06","153,06","153,06","158,71","132,95","132,95","128,54","128,54","140,80","78,39","76,27","129,60","57,30","57,81","43,73","5,13","55,89","9,58","20,34","77,90","79,11"
2025-02-10,16-17,"203,01","203,01","203,01","163,95","135,00","137,17","133,58","135,00","145,09","84,55","81,10","110,67","63,51","64,55","37,91","4,99","60,76","6,95","11,19","83,20","82,91"
2025-02-10,17-18,"190,90","190,90","190,90","166,33","138,69","140,83","133,82","140,90","157,09","87,62","90,08","151,01","65,81","66,67","44,33","4,98","63,50","5,35","16,04","92,39","93,48"
2025-02-10,18-19,"190,65","190,65","190,65","172,75","177,31","166,34","142,11","150,00","149,45","90,58","84,17","110,67","66,21","67,36","37,72","5,04","63,13","5,18","8,62","86,44","85,75"
2025-02-10,19-20,"185,06","185,06","185,06","167,36","224,02","183,73","114,85","120,48","151,03","78,12","73,07","87,00","60,15","61,14","35,29","4,99","57,58","5,19","7,70","74,66","73,93"
2025-02-10,20-21,"101,89","101,89","101,89","155,01","203,75","164,57","94,37","100,00","142,69","69,53","66,18","69,23","56,70","57,63","33,26","4,78","54,31","6,17","7,01","67,57","66,50"
2025-02-10,21-22,"126,50","126,50","126,50","140,87","188,76","153,40","91,48","95,17","102,51","67,30","63,87","56,19","54,88","55,75","32,58","4,75","52,59","6,44","7,34","59,84","64,18"
2025-02-10,22-23,"218,59","218,59","218,59","144,26","186,58","151,69","88,87","92,10","114,79","65,11","60,57","28,36","53,48","53,95","27,93","4,71","51,07","6,29","7,03","44,22","60,80"
2025-02-10,23-00,"126,49","126,49","126,49","118,36","157,90","131,51","87,38","90,50","94,98","63,93","59,53","11,86","52,57","53,03","27,58","4,66","50,20","6,29","6,99","35,37","59,76"
