Date,Hour,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
2025-07-04,00-01,"-0,82","3,06","3,06","106,35","103,35","97,80","111,01","110,00","110,48","109,07","109,07","-0,82","53,47","66,51","0,68","1,23","25,09","-0,26","-0,66","1,11","2,79"
2025-07-04,01-02,"-1,52","0,11","0,11","102,98","92,55","83,00","105,45","103,46","104,83","103,46","103,46","-1,52","52,58","66,56","1,23","0,85","24,41","-0,88","-1,34","-0,87","-0,21"
2025-07-04,02-03,"-1,57","1,67","1,67","98,68","92,10","85,37","101,31","99,98","102,26","99,98","99,98","-1,57","40,99","66,19","1,57","0,54","24,54","-1,00","-1,42","0,00","1,39"
2025-07-04,03-04,"-1,71","2,95","2,95","97,34","85,47","75,80","98,44","96,38","98,55","96,38","96,38","-1,71","21,88","65,99","1,44","-0,03","24,54","-1,11","-1,33","0,84","2,78"
2025-07-04,04-05,"-1,04","5,10","5,10","101,72","82,62","67,39","103,20","99,92","103,91","95,01","95,01","-1,04","25,20","65,86","0,72","0,17","24,97","-0,70","-0,92","2,22","4,94"
2025-07-04,05-06,"-1,01","56,59","56,59","103,99","90,00","78,65","106,63","104,07","107,63","87,33","87,33","-1,01","52,54","65,85","0,94","0,93","24,54","-0,49","-0,82","29,68","56,33"
2025-07-04,06-07,"-0,30","62,65","62,65","119,05","92,79","83,59","122,38","107,22","122,90","96,70","96,70","-0,30","55,45","69,97","0,86","1,53","25,27","0,19","-0,13","33,16","62,40"
2025-07-04,07-08,"-0,11","62,29","62,29","115,71","106,35","103,48","116,46","111,29","116,65","111,29","111,29","-0,11","54,91","70,42","1,41","1,74","25,49","0,39","0,07","32,95","62,04"
2025-07-04,08-09,"-0,06","59,81","59,81","100,00","100,00","100,00","100,00","100,00","100,00","100,00","100,00","-0,06","52,78","66,72","1,48","1,51","25,93","-0,02","0,12","31,41","59,58"
2025-07-04,09-10,"-0,03","55,16","55,16","91,15","91,15","91,15","91,15","91,15","108,36","81,93","81,93","-0,03","49,88","62,36","1,41","1,89","25,63","0,67","0,53","29,56","55,19"
2025-07-04,10-11,"-0,10","6,50","6,50","70,01","70,01","70,01","70,01","70,01","78,31","54,19","54,19","-0,10","48,26","59,14","0,93","2,71","25,61","1,59","1,78","4,21","6,62"
2025-07-04,11-12,"-0,10","1,04","1,04","74,02","20,64","20,64","6,69","2,00","75,38","6,69","6,69","-0,10","47,75","58,32","0,97","2,51","25,65","1,39","1,50","1,56","1,85"
2025-07-04,12-13,"-0,03","0,00","0,00","73,10","17,94","22,64","-0,05","-0,05","35,85","-0,05","-0,05","-0,03","33,02","34,50","1,10","1,48","25,48","0,57","0,45","0,06","-0,04"
2025-07-04,13-14,"-0,65","-0,65","-0,65","53,44","10,31","12,34","-1,56","-1,56","22,99","-1,56","-1,74","-0,65","13,21","13,56","6,10","1,61","12,37","-0,04","-0,41","-1,24","-1,58"
2025-07-04,14-15,"-0,26","-0,26","-0,26","56,46","9,08","12,20","-1,37","-1,37","26,28","-1,37","-0,49","-0,26","2,59","2,66","1,12","0,20","2,41","-0,14","-0,21","-0,38","-0,45"
2025-07-04,15-16,"-0,01","-0,01","-0,01","67,45","19,67","25,20","-0,61","-0,61","31,38","-0,61","-0,61","-0,01","23,99","25,00","2,10","1,29","18,57","0,35","0,14","-0,33","-0,53"
2025-07-04,16-17,"2,15","2,15","2,15","66,05","21,88","21,88","2,39","2,33","63,53","2,39","2,41","2,66","37,48","41,91","1,25","3,20","25,24","2,80","2,72","2,52","2,44"
2025-07-04,17-18,"5,51","25,13","25,13","81,38","60,90","62,04","62,04","61,43","93,76","39,92","39,88","5,00","47,42","58,00","0,77","3,47","25,09","4,93","4,93","22,40","29,78"
2025-07-04,18-19,"10,90","29,92","29,92","101,51","89,15","90,02","88,68","89,07","111,47","74,57","74,55","10,90","48,31","59,90","0,91","4,72","25,04","6,01","6,48","24,95","33,78"
2025-07-04,19-20,"16,38","53,08","53,08","120,02","100,00","108,50","110,00","97,51","167,00","90,82","90,82","16,38","52,30","65,42","0,92","7,99","25,10","5,63","16,00","36,01","53,29"
2025-07-04,20-21,"15,08","56,70","56,70","150,00","118,57","111,60","130,74","127,67","220,79","91,53","91,53","15,08","55,05","69,92","1,32","7,49","25,11","5,22","14,72","37,27","56,88"
2025-07-04,21-22,"15,66","55,17","55,17","149,91","126,18","109,13","150,10","145,02","164,02","96,76","96,76","15,66","53,89","68,28","1,52","7,52","25,00","5,14","15,27","36,87","55,36"
2025-07-04,22-23,"15,03","30,21","30,21","128,19","116,13","111,80","129,68","122,96","130,04","107,83","107,80","15,03","53,63","68,71","0,73","4,87","24,71","5,29","9,44","28,12","35,05"
2025-07-04,23-00,"10,03","13,83","13,83","105,96","98,62","96,25","107,99","103,00","110,60","92,24","92,23","10,03","27,16","67,09","0,24","1,63","24,92","5,53","8,70","13,27","15,00"
